source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	assay name	comment[fraction identifier]	comment[label]	comment[label]	comment[data file]	comment[associated file uri]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[label]	factor value[temperature]	factor value[growth rate]	factor value[overproduction]	factor value[overproduction]	factor value[induced by]	sampleChecksum	sampleAccession
PXD006195-LpxC_30_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23113.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23113.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	Strep-LpxC	Strep-tag	10 ng Anhydrotetracycline	509808abd1e43ce47f870d3ee4710255e113ca8e7784c47bff99441ebb185dc2	SAMEA7715742
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23113.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23113.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-LpxC_30_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23115.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23115.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	Strep-LpxC	Strep-tag	10 ng Anhydrotetracycline	039c94da6be396dfb37e009975e92b032afaa0a4400898d66f9fd916f10cdf31	SAMEA7715743
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23115.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23115.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-LpxC_37_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23117.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23117.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	Strep-LpxC	Strep-tag	25 ng Anhydrotetracycline	053a3ac408ea0690c0a6f248ab13ec745c60154e6ccfb454de0504c1d1bf698b	SAMEA7715744
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23117.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23117.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-LpxC_37_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23119.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23119.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	Strep-LpxC	Strep-tag	25 ng Anhydrotetracycline	a9ac067ed286ba774126d9814176092dc4fb10f06fbc0778438cd30e366a51a8	SAMEA7715745
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23119.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23119.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-LpxC_37_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23121.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	Strep-LpxC	Strep-tag	25 ng Anhydrotetracycline	4692b6217eeec7e0a469637fab94923618a6bb1833a5385925ed266397b58497	SAMEA7715746
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23121.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-LpxC_40_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_40_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23125.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23125.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	Strep-LpxC	Strep-tag	40ng Anhydrotetracycline	4228bbf3e6e3c509bec25b210441272f32602f5f7cf72b434d9e453eac2071da	SAMEA7715747
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_40_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23125.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23125.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-LpxC_40_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_40_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23127.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23127.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	Strep-LpxC	Strep-tag	40ng Anhydrotetracycline	5dc9db28a2aae12debb67efc04206341945511620620e226c3322272df097015	SAMEA7715748
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_40_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23127.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23127.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-LpxC_40_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_40_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23129.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23129.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	Strep-LpxC	Strep-tag	40ng Anhydrotetracycline	e8263921fe35fa85118e40f1435e7bf4ec1a3e3bad1c03cf1b2810017903b05d	SAMEA7715749
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_40_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23129.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23129.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-LV_30_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_30_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13359.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13359.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	not applicable	not applicable	not applicable	43a0edc66d43298775af935dafcbba0a0df580238d9eddb246f0c3d325d3b1e5	SAMEA7715750
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_30_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13359.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13359.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-LV_30_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_30_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13361.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13361.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	not applicable	not applicable	not applicable	72bbe2533838b05162e8cf8c23231b7b36151070a5e7ce1f08a983f423421dc3	SAMEA7715751
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_30_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13361.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13361.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-LV_30_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_30_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13363.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13363.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	not applicable	not applicable	not applicable	e0a6a2297b4a78de80b8cf4c84fc3a4ab7f0b52bfb5032a9bcd34314c9d71e6d	SAMEA7715752
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_30_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13363.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13363.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-LV_37_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_37_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13365.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13365.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	not applicable	not applicable	not applicable	c8a5be2f5ef01bb4db838991ecfc8d3ffacf01fe393d6ace6408ae9d86b0d616	SAMEA7715753
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_37_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13365.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13365.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-LV_37_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_37_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13367.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13367.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	not applicable	not applicable	not applicable	6a69809f49288a39def2bd7e0deb1a0fed633edebc114781f9caa5cbc56ff392	SAMEA7715754
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_37_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13367.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13367.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-LV_37_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_37_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13369.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13369.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	not applicable	not applicable	not applicable	d262693ab5ac0d147642a106f97ca865afcd791c77525a4223d2fc9b827224fc	SAMEA7715755
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_37_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13369.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13369.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-LV_40_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_40_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13371.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13371.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	not applicable	not applicable	not applicable	570789de3a03b3672484f2c649814995b7ec7cf8e7556ee33446b49dfa9cf55f	SAMEA7715756
