Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[infect]	Characteristics[sex]	Characteristics[age]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[biological replicate]	Characteristics[enrichment process]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[enrichment process]	factor value[proteomics data acquisition method]	sampleChecksum	sampleAccession
PXD019113-Sample 31	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	2	no enrichment	run 31	LP1_23_AB_DIA_164.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_23_AB_DIA_164.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	cell	no enrichment	NT=Data-Independent Acquisition;AC=NCIT:C161786	a9eca2dab8af3fd1f395db99e1aabc78abae74cd4e5b63decf47f313b7f3ddb0	SAMEA7712698
PXD019113-Sample 32	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	3	no enrichment	run 32	LP1_24_AB_DIA_165.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_24_AB_DIA_165.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	cell	no enrichment	NT=Data-Independent Acquisition;AC=NCIT:C161786	186f3f24ea439b6d882f1096a3fee7b316b09ccbdedbc660ca84d2cc5633489c	SAMEA7712699
PXD019113-Sample 33	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 33	LP1_03_phos_DDA_111.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_03_phos_DDA_111.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	46909e73e9f2a69faedfa3019146295122542ce3bce43a6655f892ecb0353eb8	SAMEA7712700
PXD019113-Sample 34	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 34	LP1_05_phos_DDA_114.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_05_phos_DDA_114.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	565bbf0c5c8810f5406532e093c9dd495a84d971c32e7ace4eaf2a7231d1ba28	SAMEA7712701
PXD019113-Sample 35	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 35	LP1_07_phos_DDA_122.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_07_phos_DDA_122.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	968f19098a1a78f1715227d16229650cf92ccf747cb1817edc90de7dd12089de	SAMEA7712702
PXD019113-Sample 36	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 36	LP1_11_phos_DDA_126.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_11_phos_DDA_126.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	24743251d7fd895b950c871d6a0b43d9e9371812cdaaa783ea4cefa127f1aad5	SAMEA7712703
PXD019113-Sample 37	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 37	LP1_13_phos_DDA_130.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_13_phos_DDA_130.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	d063e7c1fae8139e7d3fd40eb070f49ff769669b35c8e5da601747984cd161a1	SAMEA7712704
PXD019113-Sample 38	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 38	LP1_18_phos_DDA_134.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_18_phos_DDA_134.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	1cf3d112cf9c1702d205f721a159386fc4c48bfbdd5165bdd7f6836700203b62	SAMEA7712705
PXD019113-Sample 39	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 39	LP1_20_phos_DDA_138.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_20_phos_DDA_138.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	f11bb1882e5dc8144e46bbed3685ce0440e3667462cad319e14ec26244d50f86	SAMEA7712706
PXD019113-Sample 40	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	not applicable	enrichment of phosphorylated Protein	run 40	LP1_24_phos_DDA_118.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_24_phos_DDA_118.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Dependent Acquisition;AC=NCIT:C161785	12a8813bc5151f09289c27bede6c3e1981213b730f0da91bb21637236a470084	SAMEA7712707
PXD019113-Sample 41	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	3	enrichment of phosphorylated Protein	run 41	LP1_01_phos_DIA_113.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_01_phos_DIA_113.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	34dc45e9164055075e403660a242e26fe67abcf735aee9812c2ef76e2a4da382	SAMEA7712708
PXD019113-Sample 42	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	2	enrichment of phosphorylated Protein	run 42	LP1_02_phos_DIA_112.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_02_phos_DIA_112.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	12a370225336b948ace639fdf8260e4e3ce77fc10215f5bcef2fe4823833683d	SAMEA7712709
PXD019113-Sample 43	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	1	enrichment of phosphorylated Protein	run 43	LP1_03_phos_DIA_111.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_03_phos_DIA_111.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	9b01c8b0a3f3f1df070441dae7ad9c11a7f3d605ac0f27fe3d32bfb357392713	SAMEA7712710
PXD019113-Sample 44	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	1	enrichment of phosphorylated Protein	run 44	LP1_04_phos_DIA_111.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_04_phos_DIA_111.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	cab4c04db8a6dc8cd7476158db939b3dd297f98a69054d64f9304e62307a32ff	SAMEA7712711
PXD019113-Sample 45	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	2	enrichment of phosphorylated Protein	run 45	LP1_05_phos_DIA_112.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_05_phos_DIA_112.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	769179e5630121331efe6cbd0f7a283eefa4f8e81403c2035b27a73d1e133650	SAMEA7712712
PXD019113-Sample 46	Chlorocebus sabaeus	kidney	not available	normal	control	not available	not available	epithelial	Vero E6	3	enrichment of phosphorylated Protein	run 46	LP1_06_phos_DIA_113.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_06_phos_DIA_113.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	43fdfe1f6d712a1d033fc68f36f99368315cb1103af3ed779af3820fd043efd2	SAMEA7712713
PXD019113-Sample 47	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	1	enrichment of phosphorylated Protein	run 47	LP1_07_phos_DIA_119.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_07_phos_DIA_119.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	017bd975c955030f81764f3571d918bc5992b26d2839bef4e48cfe3ebd675c97	SAMEA7712714
PXD019113-Sample 48	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	2	enrichment of phosphorylated Protein	run 48	LP1_08_phos_DIA_120.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_08_phos_DIA_120.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	1c04c5662bd10f95f87c31ecc2c874697807b1c64e3c938b6f8608b9c060a0e3	SAMEA7712715
PXD019113-Sample 49	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	3	enrichment of phosphorylated Protein	run 49	LP1_09_phos_DIA_121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_09_phos_DIA_121.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	42bd7120fbd36c62b72cbb076b8e2c262383a85633313aeaa783287ccb31067a	SAMEA7712716
PXD019113-Sample 50	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	1	enrichment of phosphorylated Protein	run 50	LP1_10_phos_DIA_123.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_10_phos_DIA_123.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	fd4e83ed64b91f65d8e01042b2d1ff5d5cac9cd70e5b66ea64c0f342d49e3b56	SAMEA7712717
PXD019113-Sample 51	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	2	enrichment of phosphorylated Protein	run 51	LP1_11_phos_DIA_124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_11_phos_DIA_124.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	b9762b79b942bb38fd9ceada40f558dae5efab1319f11c04a6cbc57c6a9f2a6e	SAMEA7712718
PXD019113-Sample 52	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	3	enrichment of phosphorylated Protein	run 52	LP1_12_phos_DIA_125.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_12_phos_DIA_125.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	4f8754cca9f577cde48ca9894cf21b88d00addf78676ec32b03445ee007b4aee	SAMEA7712719
PXD019113-Sample 53	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	1	enrichment of phosphorylated Protein	run 53	LP1_13_phos_DIA_127.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_13_phos_DIA_127.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	8bf22d69532cec702a02032062f274fe93b478935b9c49b6af4a26b90837fdf4	SAMEA7712720
PXD019113-Sample 54	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	2	enrichment of phosphorylated Protein	run 54	LP1_14_phos_DIA_128.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_14_phos_DIA_128.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	36a1c9e97b21474b2d28f1fe154eaf086b28064075eb5d2e6779f74a4355ec0f	SAMEA7712721
PXD019113-Sample 55	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	3	enrichment of phosphorylated Protein	run 55	LP1_15_phos_DIA_129.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_15_phos_DIA_129.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	46fa02f950ca9c102162e5c4a96c7d5279e77831a6a2151b23fe3d18ac41cc09	SAMEA7712722
PXD019113-Sample 56	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	1	enrichment of phosphorylated Protein	run 56	LP1_16_phos_DIA_131.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_16_phos_DIA_131.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	d902f77f4eeeabbbc62aaf380ece08171cfa7b47f78ed0427a4453c719fb712a	SAMEA7712723
PXD019113-Sample 57	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	2	enrichment of phosphorylated Protein	run 57	LP1_17_phos_DIA_132.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_17_phos_DIA_132.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	8577c18cc791df406f3e23b66da9bdb2f178783a6f8257347918b75153ae49a7	SAMEA7712724
PXD019113-Sample 58	Chlorocebus sabaeus	kidney	not available	normal	Severe acute respiratory syndrome coronavirus 2	not available	not available	epithelial	Vero E6	3	enrichment of phosphorylated Protein	run 58	LP1_18_phos_DIA_133.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019113/LP1_18_phos_DIA_133.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	30% NCE	not available	not available	cell	enrichment of phosphorylated Protein	NT=Data-Independent Acquisition;AC=NCIT:C161786	da79f870169d25e3c6c0dab995a0090c48648e82a13d2fa12f1e1867eb8fb596	SAMEA7712725
