accession,has_pmc,has_by,has_sdrf
PXD040231,False,False,False
PXD038574,False,False,False
PXD039214,False,False,False
PXD039255,False,False,False
PXD020600,True,True,False
PXD036166,True,True,False
PXD039472,False,False,False
PXD033552,False,False,False
PXD034490,False,False,False
PXD037703,True,True,False
PXD033710,True,True,False
PXD037741,False,False,False
PXD028061,False,False,False
PXD039403,True,True,False
PXD039324,False,False,False
PXD038714,False,False,False
PXD036880,False,False,False
PXD039808,False,False,False
PXD033827,True,True,False
PXD033139,True,True,False
PXD034850,True,True,False
PXD032837,True,True,False
PXD029633,False,False,False
PXD029678,False,False,False
PXD036268,False,False,False
PXD032785,False,False,False
PXD032929,False,False,False
PXD018667,False,False,False
PXD031080,True,True,False
PXD035034,False,False,False
PXD035141,True,True,False
PXD038944,False,False,False
PXD034328,True,True,False
PXD039404,False,False,False
PXD034869,False,False,False
PXD039897,False,False,False
PXD036809,False,False,False
PXD035399,False,False,False
PXD035749,False,False,False
PXD037898,True,True,False
PXD034160,True,True,False
PXD037764,False,False,False
PXD037227,False,False,False
PXD040364,False,False,False
PXD038571,True,True,False
PXD018940,True,True,False
PXD032278,True,True,False
PXD035496,True,True,False
PXD039840,False,False,False
PXD018448,False,False,False
PXD030992,False,False,False
PXD039328,False,False,False
PXD037866,False,False,False
PXD039879,False,False,False
PXD036875,False,False,False
PXD036869,False,False,False
PXD036868,False,False,False
PXD036867,False,False,False
PXD035795,False,False,False
PXD038480,True,True,False
PXD039556,False,False,False
PXD040391,False,False,False
PXD039084,False,False,False
PXD038662,False,False,False
PXD040389,False,False,False
PXD039083,False,False,False
PXD034448,False,False,False
PXD027764,False,False,False
PXD034820,False,False,False
PXD039128,False,False,False
PXD016761,True,False,False
PXD029246,False,False,False
PXD031524,False,False,False
PXD033383,True,True,False
PXD036792,False,False,False
PXD035712,False,False,False
PXD036346,False,False,False
PXD028237,False,False,False
PXD028770,False,False,False
PXD035249,False,False,False
PXD030034,False,False,False
PXD040480,False,False,False
PXD027548,False,False,False
PXD022947,False,False,False
PXD030396,False,False,False
PXD036608,False,False,False
PXD033715,False,False,False
PXD029913,False,False,False
PXD037044,False,False,False
PXD040521,False,False,False
PXD037495,False,False,False
PXD038148,True,True,False
PXD034440,False,False,False
PXD038099,False,False,False
PXD038076,False,False,False
PXD038100,False,False,False
PXD032113,False,False,False
PXD038263,False,False,False
PXD034888,False,False,False
PXD039476,False,False,False
PXD032320,False,False,False
PXD040026,False,False,False
PXD039931,False,False,False
PXD016607,False,False,False
PXD024816,False,False,False
PXD037378,True,True,False
PXD034015,False,False,False
PXD036742,False,False,False
PXD035078,False,False,False
PXD020286,False,False,False
PXD030804,False,False,False
PXD039440,False,False,False
PXD032221,False,False,False
PXD032218,False,False,False
PXD030368,False,False,False
PXD030061,False,False,False
PXD030137,False,False,False
PXD032220,False,False,False
PXD032329,False,False,False
PXD032310,False,False,False
PXD039445,False,False,False
PXD039443,False,False,False
PXD037040,False,False,False
PXD018514,False,False,False
PXD028408,False,False,False
PXD031861,False,False,False
PXD030922,False,False,False
PXD026691,False,False,False
PXD029861,True,True,False
PXD033960,False,False,False
PXD033958,False,False,False
PXD029504,False,False,False
PXD029505,False,False,False
PXD033959,False,False,False
PXD029508,False,False,False
PXD039395,False,False,False
PXD031220,False,False,False
PXD032240,True,True,False
PXD033007,False,False,False
PXD039416,False,False,False
PXD034924,True,True,False
PXD040376,False,False,False
PXD035460,False,False,False
PXD027993,True,True,False
PXD036106,False,False,False
PXD040438,False,False,False
PXD040437,False,False,False
PXD038987,False,False,False
PXD038197,False,False,False
PXD037721,True,True,False
PXD038896,False,False,False
PXD040191,False,False,False
PXD037380,False,False,False
PXD030828,False,False,False
PXD034030,False,False,False
PXD021064,False,False,False
PXD021427,False,False,False
PXD034241,False,False,False
PXD026569,False,False,False
PXD030009,True,True,False
PXD034914,False,False,False
PXD037584,False,False,False
PXD037754,False,False,False
PXD039954,False,False,False
PXD039474,False,False,False
PXD032295,False,False,False
PXD034848,False,False,False
PXD026985,True,True,False
PXD038527,False,False,False
PXD034176,False,False,False
PXD038235,False,False,False
PXD034421,False,False,False
PXD034028,False,False,False
PXD038905,False,False,False
PXD023683,True,True,False
PXD036433,False,False,False
PXD037143,False,False,False
PXD035802,False,False,False
PXD037288,True,True,False
PXD040658,False,False,False
PXD025929,True,True,False
PXD037181,False,False,False
PXD038285,True,True,False
PXD033874,False,False,False
PXD034937,False,False,False
PXD035723,True,True,False
PXD038504,False,False,False
PXD033773,True,True,False
PXD038653,True,True,False
PXD033841,True,True,False
PXD033865,True,False,False
PXD033889,True,True,False
PXD033857,True,True,False
PXD024649,True,True,False
PXD036773,True,True,False
PXD031639,False,False,False
PXD034855,True,True,False
PXD036774,True,True,False
PXD038552,True,True,False
PXD033060,False,False,False
PXD005640,True,True,False
PXD033916,True,False,False
PXD033924,True,True,False
PXD033966,True,True,False
PXD015614,False,False,False
PXD034865,True,True,False
PXD033913,True,True,False
PXD012966,True,True,False
PXD028114,True,True,False
PXD028084,True,True,False
PXD009135,True,True,False
PXD016257,True,False,False
PXD035112,True,True,False
PXD033961,True,True,False
PXD036269,True,True,False
PXD037766,True,True,False
PXD034918,True,True,False
PXD015351,True,True,False
PXD015676,True,True,False
PXD034900,True,True,False
PXD034134,True,True,False
PXD014678,True,True,False
PXD036862,True,True,False
PXD034896,True,True,False
PXD029053,True,True,False
PXD035111,True,True,False
PXD038265,True,True,False
PXD030927,True,True,False
PXD030571,True,False,False
PXD017079,True,True,False
PXD028152,True,True,False
PXD030171,True,True,False
PXD016568,True,True,False
PXD034177,False,False,False
PXD016283,True,False,False
PXD033907,True,True,False
PXD017090,True,True,False
PXD034867,True,True,False
PXD030933,True,True,False
PXD036394,True,True,False
PXD014242,True,True,False
PXD034898,True,True,False
PXD017802,True,True,False
PXD034083,True,True,False
PXD014681,True,True,False
PXD017474,True,True,False
PXD036506,True,True,False
PXD016683,True,False,False
PXD036881,True,True,False
PXD036335,True,True,False
PXD020093,False,False,False
PXD038703,True,True,False
PXD038587,True,True,False
PXD019067,True,True,False
PXD036896,True,True,False
PXD037375,True,True,False
PXD019965,True,True,False
PXD034181,True,True,False
PXD037171,True,True,False
PXD030212,True,True,False
PXD028314,True,True,False
PXD038395,False,False,False
PXD036228,True,True,False
PXD039930,True,True,False
PXD028379,True,True,False
PXD020593,True,True,False
PXD034212,True,True,False
PXD037167,True,True,False
PXD017487,True,True,False
PXD021819,True,True,False
PXD009866,True,True,False
PXD029147,True,True,False
PXD016165,True,True,False
PXD021172,True,True,False
PXD020690,True,False,False
PXD008053,True,True,False
PXD036134,True,True,False
PXD036975,True,True,False
PXD033985,True,True,False
PXD020270,True,True,False
PXD019038,True,True,False
PXD015984,True,True,False
PXD021647,True,True,False
PXD021828,True,True,False
PXD021514,True,True,False
PXD034396,True,True,False
PXD034998,False,False,False
PXD009851,True,True,False
PXD021774,True,True,False
PXD009865,True,True,False
PXD021542,True,True,False
PXD030109,True,True,False
PXD021232,True,False,False
PXD009835,True,True,False
PXD036970,True,True,False
PXD037654,True,True,False
PXD037148,True,True,False
PXD035005,True,True,False
PXD021741,True,True,False
PXD022319,True,True,False
PXD028123,True,False,False
PXD021094,True,True,False
PXD028476,True,True,False
PXD024869,True,True,False
PXD037587,True,True,False
PXD035014,False,False,False
PXD021739,True,True,False
PXD036350,True,True,False
PXD009908,True,True,False
PXD031377,False,False,False
PXD037594,True,True,False
PXD033536,True,True,False
PXD019574,True,True,False
PXD037029,True,True,False
PXD028595,True,True,False
PXD020945,True,True,False
PXD036969,True,True,False
PXD028670,True,True,False
PXD036830,True,True,False
PXD037732,True,True,False
PXD034244,False,False,False
PXD034452,True,True,False
PXD028477,True,True,False
PXD036996,True,True,False
PXD038629,True,False,False
PXD035038,False,False,False
PXD029370,True,True,False
PXD023134,True,True,False
PXD036558,True,True,False
PXD036571,True,True,False
PXD033953,True,True,False
PXD037722,True,True,False
PXD022570,True,True,False
PXD029181,True,True,False
PXD034465,True,True,False
PXD036151,True,True,False
PXD034526,True,True,False
PXD022106,True,False,False
PXD035048,True,True,False
PXD023718,True,True,False
PXD037835,True,True,False
PXD032280,True,True,False
PXD035126,True,True,False
PXD018961,False,False,False
PXD023626,True,False,False
PXD023692,True,False,False
PXD029350,True,False,False
PXD022072,True,True,False
PXD023985,True,True,False
PXD034554,True,True,False
PXD035128,True,True,False
PXD028816,True,True,False
PXD034222,True,True,False
PXD023302,True,True,False
PXD034563,True,True,False
PXD038102,True,True,False
PXD028835,True,True,False
PXD037060,True,True,False
PXD029453,True,True,False
PXD028822,True,True,False
PXD034516,True,True,False
PXD037102,True,True,False
PXD034583,True,True,False
PXD034650,True,True,False
PXD036090,True,True,False
PXD037841,True,True,False
PXD037792,True,True,False
PXD022256,True,True,False
PXD024012,True,True,False
PXD023782,True,True,False
PXD022411,False,False,False
PXD024791,True,True,False
PXD024659,True,True,False
PXD037118,True,True,False
PXD035122,True,True,False
PXD028547,True,True,False
PXD024912,False,False,False
PXD029527,True,True,False
PXD036152,True,True,False
PXD024916,True,True,False
PXD037033,True,True,False
PXD024964,True,True,False
PXD033759,True,True,False
PXD024951,True,True,False
PXD029461,True,True,False
PXD034787,True,True,False
PXD037132,False,False,False
PXD025027,True,False,False
PXD029399,True,True,False
PXD028738,True,True,False
PXD028968,True,True,False
PXD037137,True,True,False
PXD034443,True,True,False
PXD029338,True,True,False
PXD037199,True,True,False
PXD034834,True,True,False
PXD034605,True,True,False
PXD025331,True,True,False
PXD034781,True,True,False
PXD028862,True,False,False
PXD033518,True,True,False
PXD036691,True,True,False
PXD034844,True,True,False
PXD022218,True,True,False
PXD035074,True,True,False
PXD040651,False,False,False
PXD036118,True,True,False
PXD036020,True,True,False
PXD035153,True,True,False
PXD035796,True,True,False
PXD034825,True,True,False
PXD034961,True,True,False
PXD029623,True,True,False
PXD025739,True,True,False
PXD029631,True,True,False
PXD025633,True,True,False
PXD036744,False,False,False
PXD034827,False,False,False
PXD025399,True,True,False
PXD034790,True,True,False
PXD025263,True,True,False
PXD034830,True,True,False
PXD022863,False,False,False
PXD029884,True,True,False
PXD032036,True,True,False
PXD035084,True,True,False
PXD024846,True,False,False
PXD024999,True,True,False
PXD036667,False,False,False
PXD023829,True,False,False
PXD029634,True,True,False
PXD036454,True,True,False
PXD022229,True,True,False
PXD037129,True,True,False
PXD029877,True,True,False
PXD030982,True,True,False
PXD037041,True,True,False
PXD037243,True,True,False
PXD037262,True,True,False
PXD025892,False,False,False
PXD026121,True,True,False
PXD035817,True,True,False
PXD037241,True,True,False
PXD036708,True,True,False
PXD031778,True,True,False
PXD026037,True,False,False
PXD037267,True,True,False
PXD029704,True,True,False
PXD035227,True,True,False
PXD036672,True,True,False
PXD029723,True,True,False
PXD037275,True,True,False
PXD026586,True,True,False
PXD035233,True,True,False
PXD025796,True,False,False
PXD037858,True,True,False
PXD037272,True,True,False
PXD026822,False,False,False
PXD035243,True,True,False
PXD035273,True,True,False
PXD035837,True,True,False
PXD030502,True,True,False
PXD026874,True,False,False
PXD026929,True,True,False
PXD025559,True,True,False
PXD025897,True,True,False
PXD026990,True,True,False
PXD037309,True,True,False
PXD035268,True,True,False
PXD026603,True,False,False
PXD027067,True,True,False
PXD027035,True,True,False
PXD037312,True,True,False
PXD026286,True,True,False
PXD037266,True,True,False
PXD021779,False,False,False
PXD034591,True,True,False
PXD037286,True,True,False
PXD027069,True,True,False
PXD027405,False,False,False
PXD035805,True,False,False
PXD026931,True,True,False
PXD027239,True,True,False
PXD027131,True,True,False
PXD035836,True,True,False
PXD027206,True,True,False
PXD036198,True,True,False
PXD036178,True,True,False
PXD030077,True,True,False
PXD027451,True,True,False
PXD027316,True,True,False
PXD035294,True,True,False
PXD027741,True,False,False
PXD037334,True,True,False
PXD026999,True,False,False
PXD026454,True,True,False
PXD035353,True,True,False
PXD033004,True,True,False
PXD029840,True,True,False
PXD037453,True,True,False
PXD035247,True,False,False
PXD035406,True,True,False
PXD028039,False,False,False
PXD026115,True,True,False
PXD030279,True,True,False
PXD027870,True,True,False
PXD035444,True,False,False
PXD037978,True,True,False
PXD035322,True,True,False
PXD030297,True,True,False
PXD037900,True,True,False
PXD035458,True,True,False
PXD037324,True,True,False
PXD030256,True,True,False
PXD034618,True,True,False
PXD026538,True,True,False
PXD030810,True,False,False
PXD037344,True,True,False
PXD037341,True,True,False
PXD026565,True,True,False
PXD035916,True,True,False
PXD030527,True,True,False
PXD030559,True,True,False
PXD035289,True,True,False
PXD037448,True,True,False
PXD025076,True,True,False
PXD030929,True,True,False
PXD027329,True,True,False
PXD034636,True,True,False
PXD031190,True,True,False
PXD026924,True,True,False
PXD028435,True,True,False
PXD031313,True,True,False
PXD037977,True,True,False
PXD035281,True,True,False
PXD030581,True,True,False
PXD037356,True,True,False
PXD035546,True,True,False
PXD036199,False,False,False
PXD030971,True,True,False
PXD031366,True,True,False
PXD037562,True,True,False
PXD031261,True,True,False
PXD031113,True,True,False
PXD030618,True,True,False
PXD036466,True,True,False
PXD035918,True,True,False
PXD031357,True,True,False
PXD035576,True,True,False
PXD029860,True,True,False
PXD031565,True,True,False
PXD037709,True,True,False
PXD035953,True,True,False
PXD030826,True,True,False
PXD035934,True,True,False
PXD031462,True,True,False
PXD031465,True,True,False
PXD031257,True,True,False
PXD031612,False,False,False
PXD031440,True,True,False
PXD036630,True,True,False
PXD031624,True,True,False
PXD035626,True,True,False
PXD027664,False,False,False
PXD027535,True,True,False
PXD031872,True,True,False
PXD030338,True,True,False
PXD031656,True,True,False
PXD031947,True,True,False
PXD031945,True,False,False
PXD032965,True,True,False
PXD035648,True,True,False
PXD031997,True,True,False
PXD032077,True,True,False
PXD037546,True,True,False
PXD031988,True,True,False
PXD036024,True,True,False
PXD035629,True,True,False
PXD022872,False,False,False
PXD032086,True,True,False
PXD035582,True,True,False
PXD031481,True,True,False
PXD032139,True,True,False
PXD037355,True,True,False
PXD037386,True,True,False
PXD035984,True,True,False
PXD032277,True,True,False
PXD035682,True,True,False
PXD035571,True,True,False
PXD035393,True,True,False
PXD038931,True,True,False
PXD032716,True,True,False
PXD037920,True,True,False
PXD032099,True,True,False
PXD031188,False,False,False
PXD035701,True,True,False
PXD032717,True,True,False
PXD031963,True,True,False
PXD037660,True,True,False
PXD032225,True,True,False
PXD032754,True,True,False
PXD035709,True,True,False
PXD030816,True,True,False
PXD032735,True,True,False
PXD032928,True,True,False
PXD037767,True,True,False
PXD032798,True,True,False
PXD032932,True,True,False
PXD034419,True,True,False
PXD031362,True,True,False
PXD030707,True,True,False
PXD037388,True,True,False
PXD036478,True,True,False
PXD032977,True,True,False
PXD033196,True,True,False
PXD033166,True,True,False
PXD037955,True,True,False
PXD031887,True,True,False
PXD035303,True,True,False
PXD033406,True,True,False
PXD038024,True,True,False
PXD037608,True,True,False
PXD033443,True,True,False
PXD033100,True,True,False
PXD033535,True,True,False
PXD033512,True,True,False
PXD033015,True,True,False
PXD033391,True,True,False
PXD035763,True,True,False
PXD038000,True,True,False
PXD037406,True,True,False
PXD035758,True,True,False
PXD035765,True,True,False
PXD033504,True,True,False
PXD033620,True,True,False
PXD033633,True,True,False
PXD032759,True,True,False
PXD032969,True,True,False
PXD033643,True,True,False
PXD033388,True,True,False
PXD035768,False,False,False
PXD033204,True,False,False
PXD035772,True,True,False
PXD036177,True,True,False
PXD033679,True,True,False
PXD031043,True,True,False
PXD035630,True,True,False
PXD035777,True,True,False
PXD033678,True,True,False
PXD037418,True,True,False
PXD033835,True,True,False
PXD036664,True,True,False
PXD036192,True,True,False
PXD028428,False,False,False
PXD032911,True,True,False
PXD033645,True,True,False
PXD033628,True,True,False
PXD033638,True,True,False
PXD037485,True,True,False
PXD037434,True,True,False
PXD036575,True,True,False
PXD036290,True,True,False
PXD035741,True,True,False
PXD037909,True,True,False
PXD037574,False,False,False
PXD033534,True,True,False
PXD036621,True,True,False
PXD036636,True,True,False
PXD031813,False,False,False
PXD037442,True,True,False
PXD036455,True,True,False
PXD033814,True,True,False
PXD036675,True,True,False
PXD032205,True,True,False
PXD037483,True,True,False
PXD033766,True,True,False
PXD035986,True,True,False
PXD035764,True,True,False
PXD037417,True,True,False
PXD033828,True,True,False
PXD032894,True,True,False
PXD037374,True,True,False
PXD034656,True,True,False
PXD036665,True,True,False
PXD033306,True,True,False
PXD036682,True,True,False
PXD036353,True,True,False
PXD033780,True,False,False
PXD036669,True,True,False
PXD033514,True,True,False
PXD033021,True,True,False
PXD024727,True,True,False
PXD037506,True,True,False
PXD035500,True,True,False
PXD033164,True,True,False
PXD035942,True,True,False
PXD031992,True,True,False
PXD027259,False,False,False
PXD036393,True,True,False
PXD035504,True,True,False
PXD037555,True,True,False
PXD038183,True,True,False
PXD032980,True,True,False
PXD037959,True,True,False
PXD028785,True,True,False
PXD038311,False,False,False
PXD037720,True,True,False
PXD037833,True,True,False
PXD038181,True,True,False
PXD037729,True,True,False
PXD031971,True,True,False
PXD038236,True,True,False
PXD038266,True,True,False
PXD037619,True,True,False
PXD038581,True,True,False
PXD038501,True,False,False
PXD025484,True,True,False
PXD033854,True,True,False
PXD038616,True,True,False
PXD038742,True,True,False
PXD038798,True,True,False
PXD038159,True,True,False
PXD037345,True,True,False
PXD038847,True,True,False
PXD036749,False,False,False
PXD038206,True,True,False
PXD036491,True,True,False
PXD038942,True,True,False
PXD036728,True,True,False
PXD038674,True,True,False
PXD037791,True,True,False
PXD033056,True,True,False
PXD036735,True,True,False
PXD039074,True,True,False
PXD039248,False,False,False
PXD038136,True,True,False
PXD038553,True,True,False
PXD039300,True,True,False
PXD038179,True,True,False
PXD039301,True,True,False
PXD039424,False,False,False
PXD039437,True,True,False
PXD039280,True,True,False
PXD039587,True,True,False
PXD039480,True,True,False
PXD038301,True,True,False
PXD036751,True,True,False
PXD038642,True,True,False
PXD039496,True,True,False
PXD037698,True,True,False
PXD036704,True,True,False
PXD039605,True,True,False
PXD038114,False,False,False
PXD037839,True,True,False
PXD039177,True,True,False
PXD039145,False,False,False
PXD039001,True,True,False
PXD038375,True,True,False
PXD039218,True,True,False
PXD038968,True,True,False
PXD038834,True,True,False
PXD039143,True,True,False
PXD039430,True,True,False
PXD037991,True,True,False
PXD039306,True,True,False
PXD038851,True,True,False
PXD038609,True,True,False
PXD038844,False,False,False
PXD039195,True,True,False
PXD037651,True,True,False
PXD038524,True,True,False
PXD039992,True,True,False
PXD039758,True,True,False
PXD038485,True,True,False
PXD038685,True,True,False
PXD038603,True,True,False
PXD038516,True,True,False
PXD038229,True,True,False
PXD031345,True,True,False
PXD039615,True,True,False
PXD037809,True,True,False
PXD026381,True,True,False
PXD025826,True,False,False
PXD038871,True,True,False
PXD026593,True,True,False
PXD036434,True,True,False
PXD040240,True,True,False
PXD035964,True,True,False
PXD017542,False,False,False
PXD035199,False,False,False
PXD038891,False,False,False
PXD034931,False,False,False
PXD040716,False,False,False
PXD030501,False,False,False
PXD037281,False,False,False
PXD037438,False,False,False
PXD039805,False,False,False
PXD038912,True,True,False
PXD039340,False,False,False
PXD034084,False,False,False
PXD028858,True,True,False
PXD032047,True,True,False
PXD025561,True,True,False
PXD033815,False,False,False
PXD040717,False,False,False
PXD035403,False,False,False
PXD037063,False,False,False
PXD034463,False,False,False
PXD034437,False,False,False
PXD038765,False,False,False
PXD039760,False,False,False
PXD039762,False,False,False
PXD028538,False,False,False
PXD038619,False,False,False
PXD040473,True,True,False
PXD040477,True,True,False
PXD040869,True,True,False
PXD036935,True,True,False
PXD016879,False,False,False
PXD026581,False,False,False
PXD036803,True,True,False
PXD037459,False,False,False
PXD040439,False,False,False
PXD035082,False,False,False
PXD035080,False,False,False
PXD032311,False,False,False
PXD034630,False,False,False
PXD034156,False,False,False
PXD032067,True,True,False
PXD038617,False,False,False
PXD038620,False,False,False
PXD038492,True,True,False
PXD037498,False,False,False
PXD040935,False,False,False
PXD040506,False,False,False
PXD040866,False,False,False
PXD037285,False,False,False
PXD037774,False,False,False
PXD033939,False,False,False
PXD034620,False,False,False
PXD035771,False,False,False
PXD037652,True,True,False
PXD038785,True,True,False
PXD039809,False,False,False
PXD037153,False,False,False
PXD034562,False,False,False
PXD040181,False,False,False
PXD037748,False,False,False
PXD036619,False,False,False
PXD038047,False,False,False
PXD036585,False,False,False
PXD038044,False,False,False
PXD037585,False,False,False
PXD036568,False,False,False
PXD037595,False,False,False
PXD037778,False,False,False
PXD037773,False,False,False
PXD036564,False,False,False
PXD037556,False,False,False
PXD037750,False,False,False
PXD037550,False,False,False
PXD038043,False,False,False
PXD037777,False,False,False
PXD037735,False,False,False
PXD036623,False,False,False
PXD024577,False,False,False
PXD037749,False,False,False
PXD037747,False,False,False
PXD035203,False,False,False
PXD040974,False,False,False
PXD035811,False,False,False
PXD033649,True,True,False
PXD034772,True,True,False
PXD031162,False,False,False
PXD026826,False,False,False
PXD037002,False,False,False
PXD037997,False,False,False
PXD039681,False,False,False
PXD036715,False,False,False
PXD039994,False,False,False
PXD038327,False,False,False
PXD002038,False,False,False
PXD036882,False,False,False
PXD027593,False,False,False
PXD019401,False,False,False
PXD023875,False,False,False
PXD018866,False,False,False
PXD032069,False,False,False
PXD033762,False,False,False
PXD038779,False,False,False
PXD040233,False,False,False
PXD038686,False,False,False
PXD030331,False,False,False
PXD038892,False,False,False
PXD033368,False,False,False
PXD033375,False,False,False
PXD041015,False,False,False
PXD031964,False,False,False
PXD036714,False,False,False
PXD036279,False,False,False
PXD036129,False,False,False
PXD036115,False,False,False
PXD036014,False,False,False
PXD039984,False,False,False
PXD036361,False,False,False
PXD041094,False,False,False
PXD036982,False,False,False
PXD038852,False,False,False
PXD038893,False,False,False
PXD040913,True,True,False
PXD036518,False,False,False
PXD021492,True,True,False
PXD040961,False,False,False
PXD038013,False,False,False
PXD016787,False,False,False
PXD033691,True,True,False
PXD040683,False,False,False
PXD041023,False,False,False
PXD040392,True,True,False
PXD036904,True,True,False
PXD028737,False,False,False
PXD035261,False,False,False
PXD040999,True,True,False
PXD040806,True,True,False
PXD033116,False,False,False
PXD039890,False,False,False
PXD039926,False,False,False
PXD039891,False,False,False
PXD040703,False,False,False
PXD029243,False,False,False
PXD037101,False,False,False
PXD040731,False,False,False
PXD041185,False,False,False
PXD030797,False,False,False
PXD037091,False,False,False
PXD035955,False,False,False
PXD037699,True,True,False
PXD030796,False,False,False
PXD040435,False,False,False
PXD032939,False,False,False
PXD031786,True,False,False
PXD034644,False,False,False
PXD037999,False,False,False
PXD039499,False,False,False
PXD030238,True,True,False
PXD033425,False,False,False
PXD038366,False,False,False
PXD031802,True,False,False
PXD028364,False,False,False
PXD037365,False,False,False
PXD030734,False,False,False
PXD037358,False,False,False
PXD040302,False,False,False
PXD038631,False,False,False
PXD019573,False,False,False
PXD039407,False,False,False
PXD028676,True,True,False
PXD038630,False,False,False
PXD038560,False,False,False
PXD035798,True,True,False
PXD039881,False,False,False
PXD040754,False,False,False
PXD040161,False,False,False
PXD035532,False,False,False
PXD040006,False,False,False
PXD036804,False,False,False
PXD040246,False,False,False
PXD040504,False,False,False
PXD038669,True,True,False
PXD034025,False,False,False
PXD040702,True,True,False
PXD030928,True,True,False
PXD038953,False,False,False
PXD037565,False,False,False
PXD035497,False,False,False
PXD036595,False,False,False
PXD035925,False,False,False
PXD039547,False,False,False
PXD027356,True,True,False
PXD035450,False,False,False
PXD040493,False,False,False
PXD034770,False,False,False
PXD039646,True,True,False
PXD022240,False,False,False
PXD037431,False,False,False
PXD041356,False,False,False
PXD038522,False,False,False
PXD033779,False,False,False
PXD038640,True,True,False
PXD038768,True,True,False
PXD039341,False,False,False
PXD036727,False,False,False
PXD038612,False,False,False
PXD036283,False,False,False
PXD028527,False,False,False
PXD031339,False,False,False
PXD041093,False,False,False
PXD026053,True,True,False
PXD039694,False,False,False
PXD030159,False,False,False
PXD035854,True,False,False
PXD031591,False,False,False
PXD032312,False,False,False
PXD030092,False,False,False
PXD035853,True,False,False
PXD039384,False,False,False
PXD029295,True,True,False
PXD034999,False,False,False
PXD034008,True,True,False
PXD040227,False,False,False
PXD027349,False,False,False
PXD034773,False,False,False
PXD033046,False,False,False
PXD040648,False,False,False
PXD041205,True,True,False
PXD031197,False,False,False
PXD038478,False,False,False
PXD032688,False,False,False
PXD040202,False,False,False
PXD039006,False,False,False
PXD035235,False,False,False
PXD040620,False,False,False
PXD041349,False,False,False
PXD036594,True,True,False
PXD028904,False,False,False
PXD036940,False,False,False
PXD037700,True,True,False
PXD041259,False,False,False
PXD035230,False,False,False
PXD034131,False,False,False
PXD037531,False,False,False
PXD036038,False,False,False
PXD034471,False,False,False
PXD037874,False,False,False
PXD037875,False,False,False
PXD030775,True,True,False
PXD041110,False,False,False
PXD037650,True,True,False
PXD040870,True,True,False
PXD041415,False,False,True
PXD040094,False,False,False
PXD040200,True,True,False
PXD026054,False,False,False
PXD040283,False,False,False
PXD030366,False,False,False
PXD041070,True,True,False
PXD040610,False,False,False
PXD035045,False,False,False
PXD031548,False,False,False
PXD023009,False,False,False
PXD038410,False,False,False
PXD036352,False,False,False
PXD031115,False,False,False
PXD038661,True,True,False
PXD039087,False,False,False
PXD031521,False,False,False
PXD030465,False,False,False
PXD036900,False,False,False
PXD040685,False,False,False
PXD038927,False,False,False
PXD036232,False,False,False
PXD015692,False,False,False
PXD024091,False,False,False
PXD025717,True,True,False
PXD024989,False,False,False
PXD035590,False,False,False
PXD031412,False,False,False
PXD034557,False,False,False
PXD037421,False,False,False
PXD034193,False,False,False
PXD032327,False,False,False
PXD040900,False,False,False
PXD040505,False,False,False
PXD039513,False,False,False
PXD040724,False,False,False
PXD037596,False,False,False
PXD037633,False,False,False
PXD041592,False,False,False
PXD037368,False,False,False
PXD041320,False,False,False
PXD019703,False,False,False
PXD024354,False,False,False
PXD038761,True,False,False
PXD029069,False,False,False
PXD029247,False,False,False
PXD014798,False,False,False
PXD040877,False,False,False
PXD029684,False,False,False
PXD033891,False,False,False
PXD039386,False,False,False
PXD040467,False,False,False
PXD019046,False,False,False
PXD040454,False,False,False
PXD037758,False,False,False
PXD039554,False,False,False
PXD041562,False,False,False
PXD038811,True,True,False
PXD037545,False,False,False
PXD040580,False,False,False
PXD040957,False,False,False
PXD038909,True,True,False
PXD039657,False,False,False
PXD041544,False,False,False
PXD040904,False,False,False
PXD038982,True,True,False
PXD028171,False,False,False
PXD038687,False,False,False
PXD038712,False,False,False
PXD029655,False,False,False
PXD039877,True,True,False
PXD037697,True,True,False
PXD037987,True,True,False
PXD019640,False,False,False
PXD036363,False,False,False
PXD038413,False,False,False
PXD031062,False,False,False
PXD041748,False,False,False
PXD039002,False,False,False
PXD041683,False,False,False
PXD040040,False,False,False
PXD027964,False,False,False
PXD037837,True,True,False
PXD037843,True,True,False
PXD035844,True,True,False
PXD038951,False,False,False
PXD040174,True,True,False
PXD038046,False,False,False
PXD034089,True,True,False
PXD027567,False,False,False
PXD027440,False,False,False
PXD027501,False,False,False
PXD027515,False,False,False
PXD027481,False,False,False
PXD027059,False,False,False
PXD041047,False,False,False
PXD032079,True,True,False
PXD017908,False,False,False
PXD037737,False,False,False
PXD041068,False,False,False
PXD041334,False,False,False
PXD040899,True,True,False
PXD038310,True,True,False
PXD028864,False,False,False
PXD038921,False,False,False
PXD021629,False,False,False
PXD030066,False,False,False
PXD030573,False,False,False
PXD037816,False,False,False
PXD037892,False,False,False
PXD033377,True,True,False
PXD020661,False,False,False
PXD041081,False,False,False
PXD041089,False,False,False
PXD041128,False,False,False
PXD041097,False,False,False
PXD035183,False,False,False
PXD026799,False,False,False
PXD041200,False,False,False
PXD041099,False,False,False
PXD028583,False,False,False
PXD040550,False,False,False
PXD039254,False,False,False
PXD039215,False,False,False
PXD039665,False,False,False
PXD013342,False,False,False
