pxd,in_pride_cache,experimentTypes_raw,projectTags_raw,experimentTypes_text,projectTags_text,experiment_or_tag_present
PXD021444,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD021514,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD021662,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD021678,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD021970,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD022037,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD022113,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD022606,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD022888,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD023032,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD023258,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Gel-based experiment (PRIDE:0000305) | Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD023759,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD023860,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD023906,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD023959,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD023985,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD024044,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD024054,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD024637,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD024642,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD024647,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD024749,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}]",[],Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430),,yes
PXD025175,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD025590,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD025623,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",['Human proteome project'],Top-down proteomics (PRIDE:0000427),Human proteome project,yes
PXD025757,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD025776,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD025803,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD026139,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD026142,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD026512,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD027015,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD027053,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD027352,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD027640,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD027729,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD027841,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD027882,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]","['Cancer (b/d-hpp)', 'Biology/disease-driven human proteome project (b/d-hpp)', 'Human proteome project']",Gel-based experiment (PRIDE:0000305),Cancer (b/d-hpp) | Biology/disease-driven human proteome project (b/d-hpp) | Human proteome project,yes
PXD028151,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD028480,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD029013,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD029059,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD029141,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD029335,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD029361,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD029574,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD029629,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD029783,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD030212,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Shotgun proteomics (PRIDE:0000429) | Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD030213,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD030548,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD030715,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD030730,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD030847,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD030883,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD030927,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD030937,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Shotgun proteomics (PRIDE:0000429) | Gel-based experiment (PRIDE:0000305),,yes
PXD030978,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD031064,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD031141,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD031252,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD031703,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD031801,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD031873,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD031971,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD032027,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD032035,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]","['Covid-19', 'Sars-cov-2']",Shotgun proteomics (PRIDE:0000429),Covid-19 | Sars-cov-2,yes
PXD032086,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD032144,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD032209,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD032360,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD032738,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD032931,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD033047,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD033099,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD033112,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD033196,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000311', 'name': 'SRM/MRM'}]",[],SRM/MRM (PRIDE:0000311),,yes
PXD033342,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]","['Covid-19', 'Sars-cov-2']",Shotgun proteomics (PRIDE:0000429) | Gel-based experiment (PRIDE:0000305),Covid-19 | Sars-cov-2,yes
PXD033469,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}]",[],Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430),,yes
PXD033536,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]","['Biology/disease-driven human proteome project (b/d-hpp)', 'Epigenetic chromatin (b/d-hpp)', 'Human proteome project']",Shotgun proteomics (PRIDE:0000429),Biology/disease-driven human proteome project (b/d-hpp) | Epigenetic chromatin (b/d-hpp) | Human proteome project,yes
PXD033924,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD034074,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD034134,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD034576,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD034583,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD034594,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD034865,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD035048,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD035650,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD035722,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD036005,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD036192,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD036197,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD036200,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD036430,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD036634,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD036675,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD036708,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}]",[],Shotgun proteomics (PRIDE:0000429) | Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430),,yes
PXD036779,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD036966,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD037001,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD037474,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD037907,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD037955,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD037990,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD038126,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD038818,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD039035,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD039053,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD039226,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD039267,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD039332,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD039394,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD039401,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD039780,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD039849,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD039939,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}]",[],Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430),,yes
PXD039998,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}]",[],Shotgun proteomics (PRIDE:0000429) | Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430),,yes
PXD040180,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
PXD040208,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD040772,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD040899,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD041051,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD041514,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}]",[],Gel-based experiment (PRIDE:0000305),,yes
