accession,pubmed_id,pmc_id,raw_file_count,organism,experiment_types,Reannotated,Reannotation_QC
PXD050494,39596223.0,PMC11594830,45,Candida albicans (yeast),Shotgun proteomics,False,False
PXD003562,26947064.0,PMC5470642,46,Homo sapiens (human),Top-down proteomics,False,False
PXD016803,32231562.0,PMC7082395,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD068671,41546080.0,PMC12952006,46,Homo sapiens (human),Bottom-up proteomics,False,False
PXD022502,36144759.0,PMC9504836,46,Solanum tuberosum (potato),SWATH MS; Shotgun proteomics,False,False
PXD013106,31231226.0,PMC6561313,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD002990,27080861.0,PMC4832251,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD011931,31572778.0,PMC6764163,46,Rattus norvegicus (rat); Homo sapiens (human); Bos taurus (bovine),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD060424,41296914.0,PMC12656376,46,Toxoplasma gondii,Gel-based experiment,False,False
PXD003105,27141528.0,PMC4838930,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD019039,33020190.0,PMC7710147,46,Loxodonta africana (african elephant); Homo sapiens (human),Shotgun proteomics,False,False
PXD067838,41612395.0,PMC12924257,46,Bacillus subtilis subsp. subtilis str. 168,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD000652,25038066.0,PMC4223498,46,Homo sapiens (human),Bottom-up proteomics,False,False
PXD011474,33890134.0,PMC8166681,46,Homo sapiens (human),Shotgun proteomics; Gel-based experiment,False,False
PXD026931,36351970.0,PMC9646706,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD015928,32393437.0,PMC7217697,46,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD049013,38966671.0,PMC11221533,46,Homo sapiens (human); Enterococcus faecalis (streptococcus faecalis),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD025191,34857819.0,PMC8639817,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD012810,32191846.0,PMC7297045,46,Cocos nucifera,Shotgun proteomics,False,False
PXD010275,31565104.0,PMC6745167,46,Homo sapiens (human),Gel-based experiment,False,False
PXD022428,33760340.0,PMC8475265,46,Colwellia psychrerythraea 34h,Shotgun proteomics,False,False
PXD048559,41643681.0,PMC12946753,46,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD005659,28178326.0,PMC5298232,46,Mus musculus (mouse),Shotgun proteomics,False,False
PXD028968,35170506.0,PMC9771300,46,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD040455,37167627.0,PMC10246935,46,Homo sapiens (human),Shotgun proteomics; Top-down proteomics,False,False
PXD013422,32108042.0,PMC7078833,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD041692,38725372.0,PMC11154751,46,Mus musculus (mouse),Shotgun proteomics,False,False
PXD069084,41155513.0,PMC12563971,46,Homo sapiens (human),Data-dependent acquisition,False,False
PXD000914,26555054.0,PMC4643311,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD016659,32342004.0,PMC7181327,46,Escherichia coli; Staphylococcus aureus,Shotgun proteomics,False,False
PXD005492,28285833.0,PMC5466820,46,Mus musculus (mouse),Shotgun proteomics,False,False
PXD051121,39114447.0,PMC11301272,46,Homo sapiens (human),Gel-based experiment; Data-dependent acquisition,False,False
PXD011963,31485003.0,PMC6726658,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD005251,27974378.0,PMC5286394,46,Saccharomyces cerevisiae (baker's yeast),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD003305,27749819.0,PMC6640040,46,Bacillus subtilis subsp. subtilis str. 168,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD000729,25870109.0,PMC4438247,46,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD020537,33020374.0,PMC7582528,46,Mus musculus (mouse),Shotgun proteomics,False,False
PXD026606,35739571.0,PMC9229785,46,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD053920,39367033.0,PMC11452395,46,Schizosaccharomyces pombe 927,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD046643,40493405.0,PMC12288980,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD006835,28777328.0,PMC5618239,46,Escherichia coli; Pseudomonas sp. uk4,Shotgun proteomics,False,False
PXD012528,30909561.0,PMC6468457,46,Clostridium perfringens; Clostridium perfringens,Top-down proteomics,False,False
PXD015650,31746735.0,PMC6894925,46,Xenopus laevis (african clawed frog),Shotgun proteomics,False,False
PXD023737,39263374.0,PMC11387180,46,Mus musculus (mouse),Shotgun proteomics,False,False
PXD031945,36574772.0,PMC9742198,46,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD046797,38060380.0,PMC10807933,46,Rattus norvegicus (rat),Affinity proteomics; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD020677,34275329.0,PMC8475699,46,Homo sapiens (human),Shotgun proteomics,False,False
PXD042723,38650989.0,PMC11033201,46,Streptococcus mutans; Aggregatibacter aphrophilus; Streptococcus oralis; Candida albicans (yeast); Fusobacterium nucleatum subsp. nucleatum; Veillonella dispar; Aggregatibacter actinomycetemcomitans (actinobacillus actinomycetemcomitans) (haemophilus actinomycetemcomitans); Actinomyces oris,Shotgun proteomics,False,False
PXD033376,35534502.0,PMC9085743,47,Mus musculus (mouse),Shotgun proteomics,False,False
PXD016800,33727310.0,PMC8338785,47,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD041052,40076796.0,PMC11901116,47,Mus musculus (mouse),Shotgun proteomics,False,False
PXD002650,26560068.0,PMC4762516,47,Homo sapiens (human),Shotgun proteomics,False,False
PXD007995,29615673.0,PMC5882971,47,Homo sapiens (human),Shotgun proteomics,False,False
PXD064184,41513541.0,PMC12976522,47,Homo sapiens (human),Data-dependent acquisition,False,False
PXD040562,37015912.0,PMC10073301,47,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD051492,41381528.0,PMC12749422,47,Influenza a virus,Bottom-up proteomics,False,False
PXD027178,35444262.0,PMC9296628,47,Endozoicomonas,Shotgun proteomics,False,False
PXD020720,33320833.0,PMC7934848,47,Homo sapiens (human),Shotgun proteomics,False,False
PXD056278,41043513.0,PMC12603752,47,Homo sapiens (human),Bottom-up proteomics,False,False
PXD038844,36662572.0,PMC9972998,47,Bradyrhizobium sp. hambi 2125,Shotgun proteomics,False,False
PXD068363,41566550.0,PMC12823782,47,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD057672,40574274.0,PMC12578953,47,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition; Metaproteomics,False,False
PXD002168,26158509.0,PMC4510963,47,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD035422,38137391.0,PMC10740934,47,Homo sapiens (human),Shotgun proteomics,False,False
PXD015938,33133078.0,PMC7578346,47,Sus scrofa domesticus (domestic pig),Shotgun proteomics,False,False
PXD018550,33284343.0,PMC7813475,47,Canis lupus x canis lupus familiaris,Shotgun proteomics,False,False
PXD020695,34763597.0,PMC8726736,47,Mouse gut metagenome,Shotgun proteomics,False,False
PXD064311,41667442.0,PMC13002937,47,Homo sapiens (human),Bottom-up proteomics,False,False
PXD025753,34556814.0,PMC8566238,47,Homo sapiens (human),Top-down proteomics,False,False
PXD009149,30114907.0,PMC6469931,47,Homo sapiens (human),Shotgun proteomics,False,False
PXD014416,32108482.0,PMC7339119,47,Mus musculus (mouse),Shotgun proteomics,False,False
PXD039149,37759974.0,PMC10526093,47,Mus musculus (mouse),Shotgun proteomics,False,False
PXD025589,37993104.0,PMC10770608,47,Mus musculus (mouse),SRM/MRM; Shotgun proteomics,False,False
PXD027953,35609787.0,PMC9234706,47,Saccharomyces cerevisiae (baker's yeast),SRM/MRM; Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment,False,False
PXD012423,30858367.0,PMC6411743,47,Homo sapiens (human),Shotgun proteomics,False,False
PXD052185,39000458.0,PMC11242293,47,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD027182,34732890.0,PMC8599005,47,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD022898,33815472.0,PMC8012687,48,Knufia petricola,Shotgun proteomics,False,False
PXD019733,34110797.0,PMC9876622,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD016750,34140699.0,PMC8783534,48,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD021450,33771868.0,PMC7997512,48,Oryza sativa (rice),Shotgun proteomics,False,False
PXD066998,41006761.0,PMC12474951,48,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD015736,32641118.0,PMC7341622,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD028036,35987910.0,PMC9392749,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD030503,35954222.0,PMC9368142,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD017501,37171075.0,PMC10231934,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD006577,28945067.0,PMC5696649,48,Streptomyces sp. mbt76,Shotgun proteomics,False,False
PXD013209,31266943.0,PMC6606597,48,Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD003871,27184853.0,PMC4880543,48,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD014545,31490667.0,PMC7294932,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD036350,36680249.0,PMC9866090,48,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD050863,39195201.0,PMC11352245,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD025128,34321666.0,PMC8357631,48,Caenorhabditis elegans,Shotgun proteomics,False,False
PXD018215,32521225.0,PMC7369636,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD019076,32733541.0,PMC7358379,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD019693,33683123.0,PMC8155572,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD010452,31381180.0,PMC6912027,48,Rattus norvegicus (rat); Mus musculus (mouse),Top-down proteomics,False,False
PXD010428,30067223.0,PMC6156078,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD027981,34645915.0,PMC8514475,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD005928,29113319.0,PMC5655214,48,Toxoplasma gondii,Shotgun proteomics,False,False
PXD011292,31186338.0,PMC6561321,48,Bacillus pumilus (strain safr-032),Shotgun proteomics,False,False
PXD056092,39892862.0,PMC11834986,48,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD050528,39346858.0,PMC11425921,48,Homo sapiens (human),Data-independent acquisition; Data-dependent acquisition,False,False
PXD002414,26645194.0,PMC4672683,48,Gallus gallus (chicken),Shotgun proteomics,False,False
PXD031612,35191471.0,PMC9732517,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD007634,30619335.0,PMC6305766,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD006455,28649982.0,PMC5490200,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD006440,28659875.0,PMC5468372,48,Synechocystis sp. pcc 6803,Shotgun proteomics,False,False
PXD018225,32358195.0,PMC7245117,48,Mus musculus (mouse),SRM/MRM; Shotgun proteomics,False,False
PXD004995,27913581.0,PMC5294217,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD044216,38250364.0,PMC10795062,48,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD031297,35623385.0,PMC9234238,48,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD028597,35656858.0,PMC9164146,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD002649,26555054.0,PMC4643311,48,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD006819,29915569.0,PMC5994538,48,Streptomyces lividans tk24,Shotgun proteomics,False,False
PXD006759,29046388.0,PMC5750852,48,Mus musculus (mouse); Francisella tularensis subsp. holarctica fsc200,Shotgun proteomics,False,False
PXD023271,33939924.0,PMC9083243,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD007060,30446640.0,PMC6240100,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD022921,39526456.0,PMC11658196,48,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD035944,37701797.0,PMC10493611,48,Solanum lycopersicum,Shotgun proteomics,False,False
PXD027089,34911956.0,PMC8674260,48,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD007164,29467403.0,PMC5821837,48,Aspergillus flavus,Shotgun proteomics,False,False
PXD003033,26503604.0,PMC4802358,48,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD043966,38363599.0,PMC10913873,48,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD010612,32171124.0,PMC7068643,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD023782,33800973.0,PMC8003919,48,Quercus ilex (holly oak),Shotgun proteomics,False,False
PXD055223,39318062.0,PMC11648071,48,Mus musculus (mouse),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD011075,31372408.0,PMC6660621,48,Homo sapiens (human),Shotgun proteomics; Gel-based experiment,False,False
PXD011257,30784271.0,PMC6456874,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD039680,36891514.0,PMC9986327,48,Bos taurus (bovine),Shotgun proteomics,False,False
PXD002344,27017623.0,PMC4858785,48,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD024594,34587756.0,PMC8589082,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD029181,36710882.0,PMC9874325,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD028035,35987910.0,PMC9392749,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD005210,27794609.0,PMC5270647,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD031359,37848034.0,PMC10922442,48,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD056546,40629482.0,PMC12235828,48,Gallus gallus (chicken),Data-independent acquisition,False,False
PXD023940,33663385.0,PMC7930271,48,Ixodes scapularis (black-legged tick) (deer tick); Borreliella burgdorferi; Oryctolagus cuniculus (rabbit),Shotgun proteomics,False,False
PXD030091,36261529.0,PMC10316063,48,Homo sapiens (human); Bos taurus (bovine),Shotgun proteomics,False,False
PXD044650,37597109.0,PMC10439869,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD013782,31544936.0,PMC6846210,48,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD010560,32614981.0,PMC7775912,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD010168,31268533.0,PMC6607854,48,Danaus plexippus; Manduca sexta (tobacco hawkmoth) (tobacco hornworm),Shotgun proteomics,False,False
PXD031915,35409168.0,PMC8999052,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD014244,32444635.0,PMC7244579,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD003112,29269732.0,PMC5740069,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD016614,32362878.0,PMC7181412,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD006008,28887476.0,PMC5591237,48,Escherichia coli,Shotgun proteomics,False,False
PXD014318,32161257.0,PMC7066184,48,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD055141,40355756.0,PMC12130317,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD018885,35268023.0,PMC8912372,48,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD000696,26503892.0,PMC4762618,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD000104,23334578.0,PMC3581746,48,Gallus gallus (chicken),Bottom-up proteomics,False,False
PXD019678,33453410.0,PMC7950200,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD061388,40957891.0,PMC12441150,48,Enterococcus faecium; Klebsiella pneumoniae; Escherichia coli; Bacteria; Staphylococcus aureus,Bottom-up proteomics,False,False
PXD000779,24788519.0,PMC4018488,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD029073,35676478.0,PMC9279155,48,Schizosaccharomyces pombe 972h-,Shotgun proteomics,False,False
PXD019443,33127837.0,PMC8010466,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD040727,37267530.0,PMC10326908,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD006437,30112417.0,PMC6077657,48,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD006460,29090078.0,PMC5655833,48,Mus musculus (mouse),PAcIFIC,False,False
PXD014026,32555357.0,PMC7299934,48,Knufia petricola,Shotgun proteomics,False,False
PXD056159,40480341.0,PMC12280488,48,Macaca fascicularis (crab-eating macaque) (cynomolgus monkey),Data-independent acquisition; Bottom-up proteomics,False,False
PXD045779,38450154.0,PMC10915630,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD052310,39998225.0,PMC11980559,48,Mycobacterium tuberculosis; Mycobacterium abscessus,Affinity proteomics; Bottom-up proteomics,False,False
PXD024486,35309917.0,PMC8924303,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD030294,35139387.0,PMC8904132,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD017365,33053346.0,PMC7567700,48,Human herpesvirus 8 strain rkshv.219; Homo sapiens (human),Shotgun proteomics,False,False
PXD018887,34663987.0,PMC9356324,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD038161,37015949.0,PMC10073185,48,Sus scrofa domesticus (domestic pig),Top-down proteomics,False,False
PXD024734,34669916.0,PMC8851937,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD024115,34908431.0,PMC8672883,48,Mouse gut metagenome; Mus musculus (mouse),Shotgun proteomics,False,False
PXD025899,34639210.0,PMC8509809,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD042055,38885281.0,PMC11182518,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD014372,33049317.0,PMC7990397,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD014371,33049317.0,PMC7990397,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD013056,31060926.0,PMC6601363,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD010875,32337545.0,PMC7401350,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD061935,40324694.0,PMC12547501,48,Homo sapiens (human),Bottom-up proteomics,False,False
PXD001623,25908251.0,PMC4414376,48,Bombus terrestris (buff-tailed bumblebee) (apis terrestris),Shotgun proteomics,False,False
PXD012749,31460330.0,PMC6682070,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD016633,32203518.0,PMC7117768,48,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD017464,32242014.0,PMC7118099,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD016462,31980649.0,PMC6981206,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD047734,38199506.0,PMC10862022,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD015742,31689238.0,PMC6874437,48,Homo sapiens (human),Shotgun proteomics; Gel-based experiment,False,False
PXD002445,26645194.0,PMC4672683,48,Gallus gallus (chicken),Shotgun proteomics,False,False
PXD004316,27452463.0,PMC5274717,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD059013,40274922.0,PMC12022182,48,Homo sapiens (human),Bottom-up proteomics,False,False
PXD046034,38848995.0,PMC11263794,48,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD032036,36333693.0,PMC9635099,48,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD029591,35918900.0,PMC9346492,48,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD025956,35491884.0,PMC9086182,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD034055,36007011.0,PMC9501899,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD030164,35994477.0,PMC9436093,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD013777,31285344.0,PMC6660736,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD041880,38761133.0,PMC11178475,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD052854,39025915.0,PMC11258270,48,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD056069,40348773.0,PMC12065886,48,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD016700,31753913.0,PMC6942044,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD003155,26850065.0,PMC4858951,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD003498,26984886.0,PMC5083086,48,Orthomyxoviridae; Homo sapiens (human),Shotgun proteomics,False,False
PXD022031,34163479.0,PMC8215367,48,Brucella abortus (strain 2308),Shotgun proteomics,False,False
PXD038645,37105983.0,PMC10140049,48,Canis lupus familiaris,SWATH MS,False,False
PXD027857,34534453.0,PMC8457040,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD004683,28195392.0,PMC5606153,48,Homo sapiens (human),SWATH MS,False,False
PXD008305,29229697.0,PMC5813558,48,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD050194,40445916.0,PMC12124524,48,Homo sapiens (human),Bottom-up proteomics,False,False
PXD002731,26453029.0,PMC4600298,48,Cryptococcus neoformans var. grubii h99w,Shotgun proteomics,False,False
PXD001432,25991687.0,PMC4528239,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD059741,41442907.0,PMC12800591,48,Homo sapiens (human),Bottom-up proteomics,False,False
PXD039773,37690692.0,PMC10579539,48,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD037000,37000885.0,PMC10065446,48,Mus musculus (mouse),Shotgun proteomics; Top-down proteomics; Gel-based experiment,False,False
PXD063206,39803527.0,PMC11722429,48,Homo sapiens (human),Data-independent acquisition; Bottom-up proteomics,False,False
PXD068388,41000665.0,PMC12458237,48,Saccharomyces cerevisiae (baker's yeast),Data-independent acquisition; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD040981,38212368.0,PMC10784552,48,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD045471,37929643.0,PMC10702795,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD008533,29636436.0,PMC5893879,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD035250,37540694.0,PMC10403143,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD009510,29872109.0,PMC5988721,48,Arabidopsis thaliana (mouse-ear cress),Gel-based experiment,False,False
PXD009644,31844049.0,PMC6915695,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD020869,33384672.0,PMC7769873,48,Brucella abortus str. 2308 a,Shotgun proteomics,False,False
PXD028793,35589845.0,PMC9120474,48,Bubalus bubalis,Shotgun proteomics,False,False
PXD009207,30087207.0,PMC6181012,48,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD009131,31928885.0,PMC7319177,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD035247,36870567.0,PMC9981268,48,Macaca mulatta (rhesus macaque); Cercopithecus aethiops (green monkey) (grivet),All-ion fragmentation,False,False
PXD025761,34227164.0,PMC9291999,48,Triticum aestivum (wheat),Shotgun proteomics,False,False
PXD015235,31921850.0,PMC6927922,48,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD001949,25963833.0,PMC4587322,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD036649,37307416.0,PMC10848897,48,Bos taurus (bovine),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD001268,24954659.0,PMC4254341,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD001277,24194745.0,PMC3809566,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD001279,26754106.0,PMC4729960,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD012114,33049317.0,PMC7990397,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD018718,32669539.0,PMC7363832,48,Plasmodium falciparum dd2,Shotgun proteomics,False,False
PXD001585,25799991.0,PMC4376609,48,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD001732,26862173.0,PMC4812734,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD041254,37370727.0,PMC10296593,48,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD027718,40877897.0,PMC12395730,48,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD001888,28129334.0,PMC5271313,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD033628,36468604.0,PMC10952308,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD004099,27284163.0,PMC4911930,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD046103,38791465.0,PMC11121485,48,Homo sapiens (human),Shotgun proteomics; Gel-based experiment,False,False
PXD013808,31338967.0,PMC6726907,48,Homo sapiens (human),Gel-based experiment,False,False
PXD004213,27482120.0,PMC4995946,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD065822,40759792.0,PMC12423297,48,Mus musculus (mouse),Data-dependent acquisition,False,False
PXD035443,40898325.0,PMC12403503,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD060444,40918347.0,PMC12409539,48,Homo sapiens (human),Bottom-up proteomics,False,False
PXD060045,40903842.0,PMC12408345,48,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD024799,34315505.0,PMC8317427,48,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD046591,38367664.0,PMC10951656,48,Mycobacterium smegmatis mc2 51,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD018652,32582187.0,PMC7283782,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD047870,38600976.0,PMC11005001,48,Mus musculus (mouse),SRM/MRM,False,False
PXD050118,39111712.0,PMC11405801,48,Homo sapiens (human),Bottom-up proteomics,False,False
PXD000990,25100957.0,PMC4104784,48,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD022299,33391307.0,PMC7775423,48,Medicago tuberculata,Shotgun proteomics,False,False
PXD038121,37987316.0,PMC10661330,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD003549,34217309.0,PMC8254245,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD003283,28334862.0,PMC5411738,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD016520,31847183.0,PMC6940942,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD016827,32086379.0,PMC7136003,48,Homo sapiens (human),Gel-based experiment,False,False
PXD034364,36102038.0,PMC10092224,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD039801,38838015.0,PMC11181094,48,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD009377,30815237.0,PMC6383609,48,Ascaris suum,Shotgun proteomics,False,False
PXD014440,31440125.0,PMC6692878,48,Mus musculus (mouse),Shotgun proteomics,False,False
PXD037356,36393868.0,PMC9651967,48,Homo sapiens (human),Shotgun proteomics,False,False
PXD012259,30814930.0,PMC6381875,48,Mus musculus (mouse),Gel-based experiment,False,False
PXD004628,27667366.0,PMC5241079,48,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD002415,26645194.0,PMC4672683,48,Mus musculus (mouse),Shotgun proteomics,False,False
