accession,pubmed_id,pmc_id,raw_file_count,organism,experiment_types,Reannotated,Reannotation_QC
PXD029058,35087108.0,PMC8795419,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD004705,28439285.0,PMC5383725,9,Oryza sativa (rice),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD064016,40603316.0,PMC12222472,9,Homo sapiens (human),Data-independent acquisition,False,False
PXD041975,37010886.0,PMC10238091,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD033674,37386214.0,PMC10352137,9,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD013458,31246970.0,PMC6597055,9,Sus scrofa domesticus (domestic pig),Shotgun proteomics,False,False
PXD009286,29685892.0,PMC6031330,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD031198,35538155.0,PMC9090770,9,Polyporus umbellatus gsx09,SRM/MRM,False,False
PXD001016,24997994.0,PMC4288246,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD003678,26962051.0,PMC4821239,9,Candida albicans (yeast),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD013038,31267714.0,PMC6607002,9,Homo sapiens (human),Gel-based experiment,False,False
PXD013019,31006619.0,PMC6588500,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD019533,32729659.0,PMC7511870,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD001054,25181601.0,PMC4227305,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD030970,36375840.0,PMC9684302,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD022731,35296684.0,PMC8927350,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD021758,33378226.0,PMC8098814,9,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD006350,32726313.0,PMC7390347,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD010724,30231569.0,PMC6164216,9,Triticum aestivum (wheat),Shotgun proteomics,False,False
PXD013025,30889856.0,PMC6471898,9,Medicago sativa (alfalfa),Shotgun proteomics,False,False
PXD059625,41213968.0,PMC12603134,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD022353,33374637.0,PMC7822408,9,Pseudomonas putida kt2440,Shotgun proteomics,False,False
PXD038685,36494396.0,PMC9734129,9,Ixodes scapularis (black-legged tick) (deer tick); Oryctolagus cuniculus (rabbit),Shotgun proteomics,False,False
PXD053778,40219707.0,PMC12266779,9,Mus musculus (mouse),Data-independent acquisition,False,False
PXD022168,33584610.0,PMC7880126,9,Listeria monocytogenes serotype 4b str. 02-6679,Shotgun proteomics,False,False
PXD032743,37225996.0,PMC10247366,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD058233,39982318.0,PMC11843917,9,Lolium perenne subsp. perenne,Bottom-up proteomics,False,False
PXD004418,27600774.0,PMC5013449,9,Fasciola hepatica (liver fluke),Shotgun proteomics,False,False
PXD032721,37225996.0,PMC10247366,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD013417,31123065.0,PMC6601507,9,Drosophila melanogaster (fruit fly),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD013549,31694916.0,PMC6916495,9,Canis familiaris (dog) (canis lupus familiaris),Shotgun proteomics,False,False
PXD013729,31615958.0,PMC6794480,9,Rhodopseudomonas palustris cga009,Shotgun proteomics,False,False
PXD060121,40670556.0,PMC12267580,9,Homo sapiens (human),Data-independent acquisition; Metaproteomics,False,False
PXD025224,33933138.0,PMC8088642,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD048160,38714739.0,PMC11076517,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD029210,34867887.0,PMC8635744,9,Lactobacillus sp. y10,Shotgun proteomics,False,False
PXD028382,34760200.0,PMC8565360,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD002142,23541715.0,PMC3714596,9,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD009360,30346940.0,PMC8897557,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD043587,37930833.0,PMC10711556,9,Escherichia coli; Homo sapiens (human),Shotgun proteomics,False,False
PXD018575,33658510.0,PMC7930113,9,Caenorhabditis elegans,Shotgun proteomics,False,False
PXD008916,32198399.0,PMC7083940,9,Corynebacterium glutamicum,Shotgun proteomics,False,False
PXD042175,38213792.0,PMC10783612,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD042182,37898787.0,PMC10612213,9,Streptomyces rimosus subsp. rimosus,Shotgun proteomics,False,False
PXD009015,30076174.0,PMC6269291,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD034113,37944136.0,PMC13016698,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD043374,37923733.0,PMC10624854,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD014337,32029734.0,PMC7005041,9,Streptococcus pyogenes abc020006030,Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD041684,37667030.0,PMC10643120,9,Pseudomonas phage phipa3,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD043704,37916217.0,PMC10617031,9,Macaca fascicularis (crab-eating macaque) (cynomolgus monkey),Shotgun proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD022678,33846299.0,PMC8042005,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD008205,29503093.0,PMC5919410,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD008411,30126895.0,PMC6206457,9,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD039276,38969866.0,PMC11369281,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD041096,37295431.0,PMC10403363,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD020246,33561268.0,PMC8254509,9,Oenothera elata,SRM/MRM,False,False
PXD016828,32345963.0,PMC7188865,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD019088,35464963.0,PMC9019563,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD041522,41145507.0,PMC12559291,9,Rattus norvegicus (rat); Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD032010,35641520.0,PMC9156758,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD017545,32938911.0,PMC7495468,9,Human coronavirus hku1,Shotgun proteomics,False,False
PXD069257,41178061.0,PMC12580405,9,Mus musculus (mouse),Data-dependent acquisition,False,False
PXD002720,26833789.0,PMC4739608,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD008483,37163591.0,PMC10171821,9,Triticum aestivum (wheat),Shotgun proteomics,False,False
PXD013406,31594847.0,PMC6815111,9,Synechocystis sp. pcc 6803,Shotgun proteomics,False,False
PXD033740,36037410.0,PMC9469095,9,Plasmodium falciparum (isolate 3d7),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD071430,41498146.0,PMC12854356,9,Zebrafish metagenome,Data-independent acquisition,False,False
PXD013405,31123065.0,PMC6601507,9,Drosophila melanogaster (fruit fly),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD050885,38791463.0,PMC11121791,9,Arabidopsis thaliana (mouse-ear cress),Bottom-up proteomics,False,False
PXD021270,33631116.0,PMC8110245,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD042298,37595263.0,PMC10540247,9,Mus musculus (mouse),Top-down proteomics,False,False
PXD011780,35230372.0,PMC8963000,9,Mus musculus (mouse),Top-down proteomics; Shotgun proteomics,False,False
PXD065010,41140144.0,PMC12593350,9,Pleurotus pulmonarius,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD066430,40991728.0,PMC13033240,9,Mus musculus (mouse),SRM/MRM,False,False
PXD058873,39969973.0,PMC12005109,9,Chlamydomonas sp. hs-5; Drosophila willistoni,Bottom-up proteomics,False,False
PXD008966,29671274.0,PMC6004253,9,Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human),Shotgun proteomics,False,False
PXD057963,40500573.0,PMC12271283,9,Homo sapiens (human),Data-independent acquisition,False,False
PXD057405,40021897.0,PMC12283963,9,Mus musculus (mouse),Data-dependent acquisition,False,False
PXD042325,37480072.0,PMC10362638,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD050107,41111916.0,PMC12529358,9,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD015754,32621609.0,PMC7470949,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD025739,36537238.0,PMC9825192,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD056505,41614303.0,PMC12856215,9,Homo sapiens (human),Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition,False,False
PXD015836,32500975.0,PMC7338805,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD062219,41579735.0,PMC12860648,9,Cereibacter sphaeroides; Bacteria,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD067738,41559042.0,PMC12852890,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD001842,26084806.0,PMC4507505,9,Macaca mulatta (rhesus macaque),Shotgun proteomics,False,False
PXD043202,37628979.0,PMC10454419,9,Uncultured zooxanthellae symbiodinium; Anemonia sulcata,Shotgun proteomics,False,False
PXD061303,40202903.0,PMC12099186,9,Psilocybe sp. 180; Escherichia coli,Bottom-up proteomics,False,False
PXD053591,41381452.0,PMC12727705,9,Caenorhabditis elegans,Affinity proteomics; Bottom-up proteomics,False,False
PXD049038,39188312.0,PMC11345257,9,Maribacter forsetii dsm 18668,Gel-based experiment,False,False
PXD053985,39114650.0,PMC11303282,9,Komagataella phaffii,Data-dependent acquisition,False,False
PXD026673,35614104.0,PMC9132906,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD027011,34937194.0,PMC8694153,9,Mycobacterium tuberculosis h37rv,Shotgun proteomics,False,False
PXD039496,36834727.0,PMC9958608,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD020402,33523887.0,PMC7806223,9,Rhodopseudomonas palustris cga009,Shotgun proteomics,False,False
PXD013929,31505730.0,PMC6770049,9,Stichopus japonicus (sea cucumber),Shotgun proteomics,False,False
PXD024957,37951597.0,PMC10994533,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD004939,28054942.0,PMC5297695,9,Oryza sativa (rice),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD056083,39917413.0,PMC11794144,9,Salmonella enterica; Mus musculus (mouse),Data-independent acquisition,False,False
PXD055594,40160755.0,PMC11947786,9,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD037459,36753634.0,PMC11670127,9,Homo sapiens (human),SWATH MS,False,False
PXD024620,33980844.0,PMC8115264,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD008372,29973605.0,PMC6031655,9,Blautia obeum,Gel-based experiment,False,False
PXD062628,39498894.0,PMC12057997,9,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD030136,35053089.0,PMC8773148,9,Myxobolus wulii; Myxobolus honghuensis; Thelohanellus kitauei,Shotgun proteomics,False,False
PXD022919,34659547.0,PMC8489142,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD038243,37256052.0,PMC10225680,9,Emiliania huxleyi,Shotgun proteomics,False,False
PXD040413,37189694.0,PMC10135746,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD055195,39339916.0,PMC11436200,9,Homo sapiens (human),Top-down proteomics,False,False
PXD065708,41332324.0,PMC12866797,9,Homo sapiens (human),Top-down proteomics,False,False
PXD050621,38567730.0,PMC11109961,9,Escherichia coli,Shotgun proteomics,False,False
PXD002598,26286023.0,PMC4790114,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD030735,35263628.0,PMC9098123,9,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD060074,41230869.0,PMC12751038,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD010614,30356046.0,PMC6200803,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD060417,41237014.0,PMC12743587,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD007904,29377398.0,PMC5867248,9,Caenorhabditis elegans,Shotgun proteomics,False,False
PXD024998,35027576.0,PMC8758785,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD024848,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD024849,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD024847,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD029975,34717002.0,PMC9299589,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD029947,35890330.0,PMC9317422,9,Oryctolagus cuniculus (rabbit),Shotgun proteomics,False,False
PXD041969,38921045.0,PMC11202877,9,Homo sapiens (human),mass spectrometry imaging,False,False
PXD019930,34458755.0,PMC8341922,9,Aspergillus niger nrrl3,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD020088,34446781.0,PMC8390696,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD054446,39943201.0,PMC11815736,9,Sus scrofa domesticus (domestic pig),Top-down proteomics,False,False
PXD053910,39404373.0,PMC11476176,9,Homo sapiens (human),Data-dependent acquisition,False,False
PXD047612,38918375.0,PMC11199558,9,Saccharomyces cerevisiae (baker's yeast),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD026771,35732639.0,PMC9217934,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD026864,35850772.0,PMC9290241,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD026722,35732639.0,PMC9217934,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD012727,23934657.0,PMC3759699,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD024714,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD040083,37189628.0,PMC10135738,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD018265,32299913.0,PMC7397114,9,Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD060931,40450276.0,PMC12125911,9,Rattus rattus (black rat),Bottom-up proteomics,False,False
PXD013941,31413787.0,PMC6682259,9,Chlorocebus sabaeus,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD014169,31451656.0,PMC6744853,9,Thermodesulfobium acidiphilum,Shotgun proteomics,False,False
PXD060808,40717965.0,PMC12289626,9,Homo sapiens (human),Data-independent acquisition,False,False
PXD001821,28490445.0,PMC5500758,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD017683,32488939.0,PMC7360968,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD017678,32488939.0,PMC7360968,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD007270,29129916.0,PMC5682285,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD037199,36266276.0,PMC9584953,9,Salmonella sp. zz-4,Gel-based experiment,False,False
PXD013772,32619221.0,PMC7470971,9,Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD030043,35640380.0,PMC9157258,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD023678,33668237.0,PMC7996177,9,Homo sapiens (human),SWATH MS,False,False
PXD007758,29494634.0,PMC5832228,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD005351,28628098.0,PMC5490736,9,Bacteria,Shotgun proteomics,False,False
PXD001617,26266535.0,PMC4534299,9,Trypanosoma vivax (strain y486),Shotgun proteomics,False,False
PXD040501,37325473.0,PMC10266417,9,Leishmania mexicana mexicana,Shotgun proteomics,False,False
PXD040788,37657774.0,PMC10557128,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD018011,32760417.0,PMC7373745,9,Tomato yellow leaf curl virus; Solanum lycopersicum,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD011370,30510181.0,PMC6277416,9,Mus musculus (mouse),SRM/MRM; Shotgun proteomics,False,False
PXD017621,32488939.0,PMC7360968,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD052350,39561813.0,PMC11576107,9,Canis familiaris (dog) (canis lupus familiaris),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD046984,40443279.0,PMC12376514,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD032754,36151923.0,PMC9828640,9,Pinus radiata (monterey pine),Shotgun proteomics,False,False
PXD038024,36552777.0,PMC9776854,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD025779,34858827.0,PMC8632150,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD032716,36537190.0,PMC9825155,9,Homo sapiens (human),Gel-based experiment,False,False
PXD052766,39551765.0,PMC11572509,9,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD024702,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD036621,36422372.0,PMC9699525,9,Unclassified aminobacter,Shotgun proteomics,False,False
PXD026874,34590387.0,PMC8845813,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD007949,29055021.0,PMC5724179,9,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD040972,37833311.0,PMC10576071,9,Escherichia coli,Shotgun proteomics,False,False
PXD013906,32123086.0,PMC7084108,9,Arabidopsis thaliana (mouse-ear cress),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD001214,25344756.0,PMC5224936,9,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD068096,41594637.0,PMC12838727,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD015494,32637820.0,PMC7331039,9,Bos taurus (bovine),Shotgun proteomics,False,False
PXD025418,34804081.0,PMC8600231,9,Populus tomentosa,Shotgun proteomics,False,False
PXD011536,31221621.0,PMC6667734,9,Sus scrofa domesticus (domestic pig),Shotgun proteomics,False,False
PXD017938,32424773.0,PMC11448672,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD019670,33856346.0,PMC8133776,9,Drosophila melanogaster (fruit fly),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD022179,33816558.0,PMC8017238,9,Mus musculus (mouse),Top-down proteomics,False,False
PXD019671,33856346.0,PMC8133776,9,Drosophila melanogaster (fruit fly),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD039880,37499118.0,PMC10424181,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD008115,30143613.0,PMC6109062,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD005323,28676664.0,PMC5496916,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD028958,34947003.0,PMC8708654,9,Botryotinia fuckeliana (strain b05.10) (noble rot fungus) (botrytis cinerea),Shotgun proteomics,False,False
PXD015652,32381088.0,PMC7206797,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD070016,41603492.0,PMC12849204,9,Felis chaus,Bottom-up proteomics,False,False
PXD038571,36707614.0,PMC10030463,9,Sphingobium sp. s8; Fusarium equiseti,Shotgun proteomics,False,False
PXD018344,32832656.0,PMC7439345,9,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD041765,38499530.0,PMC10948813,9,Xenopus tropicalis,Shotgun proteomics,False,False
PXD029204,39187547.0,PMC11347664,9,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD069110,41345537.0,PMC12781752,9,Oryctolagus cuniculus (rabbit),Data-independent acquisition,False,False
PXD059271,40590658.0,PMC12402854,9,Homo sapiens (human),Data-dependent acquisition,False,False
PXD057215,40859350.0,PMC12379467,9,Candidatus kuenenia stuttgartiensis; Bacteria,Bottom-up proteomics; Metaproteomics,False,False
PXD031465,36248738.0,PMC9556930,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD005982,28654018.0,PMC5535869,9,Oryza sativa (rice),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD012630,31527615.0,PMC6746822,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD024888,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD024927,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD024850,34065610.0,PMC8161402,9,Bacillus cereus (strain atcc 14579 / dsm 31),Shotgun proteomics,False,False
PXD006602,29808012.0,PMC5993829,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD000483,24268774.0,PMC3898074,9,Mycobacterium tuberculosis h37rv,Bottom-up proteomics,False,False
PXD050183,39382319.0,PMC12766638,9,Escherichia coli,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD027545,34763061.0,PMC8717582,9,Trichomonas vaginalis,Shotgun proteomics,False,False
PXD016848,33422075.0,PMC7797090,9,Uncultured clostridium sp.,Shotgun proteomics,False,False
PXD064297,40928027.0,PMC12421412,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD025640,35441693.0,PMC9252488,9,Serendipita indica,Shotgun proteomics,False,False
PXD008747,29986055.0,PMC6144792,9,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD029776,35203449.0,PMC8869710,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD011185,31153037.0,PMC6541906,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD040998,39448645.0,PMC11502880,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD039237,37717406.0,PMC11512195,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD018231,32570968.0,PMC7352621,9,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD043749,39753547.0,PMC11699226,9,Escherichia coli,mass spectrometry imaging,False,False
PXD030165,35162964.0,PMC8835132,9,Bacillus cereus ah187,Shotgun proteomics,False,False
PXD018156,35157847.0,PMC8969154,9,Escherichia coli; Homo sapiens (human),Gel-based experiment,False,False
PXD010752,34285469.0,PMC8286731,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD025809,34531401.0,PMC8446043,9,Drosophila melanogaster (fruit fly),Shotgun proteomics; Gel-based experiment,False,False
PXD064199,40858112.0,PMC7618248,9,Arabidopsis thaliana (mouse-ear cress),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD044709,38726870.0,PMC11229363,9,Homo sapiens (human),SWATH MS; Shotgun proteomics,False,False
PXD012552,31216022.0,PMC6735682,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD064850,40650669.0,PMC12520468,9,Homo sapiens (human),Data-independent acquisition,False,False
PXD002448,27193225.0,PMC5036859,9,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD035475,36697828.0,PMC9892003,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD011802,31978041.0,PMC7001992,9,Drosophila melanogaster (fruit fly),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD009905,31559909.0,PMC6948980,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD027095,34603364.0,PMC8481946,9,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD029928,34961078.0,PMC8708889,9,Coffea arabica (arabian coffee),Shotgun proteomics,False,False
PXD050080,39585364.0,PMC11742869,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD004075,28687556.0,PMC5587857,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD050318,39084562.0,PMC11795680,9,Vaccinia virus; Pixuna virus; Rio negro virus; Homo sapiens (human); Sindbis virus,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD010015,32518694.0,PMC7270529,9,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD007682,29322032.0,PMC5732180,9,Francisella tularensis subsp. holarctica fsc200,Shotgun proteomics,False,False
PXD017609,33947960.0,PMC8154592,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD025751,34150879.0,PMC8207199,9,Cicer arietinum (chickpea) (garbanzo); Saccharomyces cerevisiae (baker's yeast); Vitis vinifera (grape); Sus scrofa domesticus (domestic pig); Zea mays (maize); Bos taurus (bovine); Triticum aestivum (wheat); Pongo pygmaeus (bornean orangutan); Halobacterium salinarum; Gallus gallus (chicken); Apis mellifera (honeybee); Pinus radiata (monterey pine); Macaca mulatta (rhesus macaque); Yarrowia lipolytica (candida lipolytica); Helicobacter pylori j99 (campylobacter pylori j99); Arabidopsis thaliana (mouse-ear cress); Rattus rattus (black rat); Caenorhabditis elegans; Vigna mungo (rice bean) (black gram); Mus musculus (mouse); Arachis hypogaea (peanut); Ictalurus punctatus (channel catfish); Oryza sativa (rice); Danio rerio (zebrafish) (brachydanio rerio); Escherichia coli; Mesocricetus auratus (golden hamster); Solanum tuberosum (potato); Acyrthosiphon pisum (pea aphid); Xenopus laevis (african clawed frog); Rattus norvegicus (rat); Hepatitis c virus subtype 1a; Nicotiana tabacum (common tobacco); Heliocidaris erythrogramma (sea urchin); Merluccius bilinearis (silver hake); Cercopithecus aethiops (green monkey) (grivet); Dictyostelium discoideum (slime mold); Brassica oleracea var. botrytis (cauliflower); Struthio camelus (ostrich); Taeniopygia guttata (zebra finch) (poephila guttata); Bombyx mori (silk moth); Trypanosoma brucei; Equus caballus (horse); Olea europaea (common olive); Hordeum vulgare (barley); Enterococcus faecalis (streptococcus faecalis); Drosophila melanogaster (fruit fly); Ricinus communis; Gadus morhua (atlantic cod); Candida albicans (yeast); Brassica napus (rape); Homo sapiens (human); Pisum sativum (garden pea); Pan troglodytes (chimpanzee); Staphylococcus aureus,Shotgun proteomics,False,False
PXD033430,37101412.0,PMC10352558,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD033760,37418591.0,PMC10472876,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD058516,41072919.0,PMC12860946,9,Danio rerio (zebrafish) (brachydanio rerio),Data-independent acquisition,False,False
PXD068698,41571977.0,PMC12827396,9,Paenibacillus taichungensis,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD025093,35893682.0,PMC9332436,9,Cairina moschata,Shotgun proteomics,False,False
PXD018565,32449352.0,PMC7429271,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD068027,41214140.0,PMC12789033,9,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD021859,33947818.0,PMC8126862,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD061821,40882144.0,PMC12501991,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD035406,36643738.0,PMC9832949,9,Camellia oleifera,Shotgun proteomics,False,False
PXD030114,35162964.0,PMC8835132,9,Bacillus cereus ah187,Shotgun proteomics,False,False
PXD030118,35162964.0,PMC8835132,9,Bacillus cereus ah187,Shotgun proteomics,False,False
PXD032900,36719185.0,PMC9931393,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD006330,29360563.0,PMC6045463,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD049234,39494508.0,PMC11602144,9,Homo sapiens (human),Data-dependent acquisition,False,False
PXD049043,39392888.0,PMC11468923,9,Homo sapiens (human),Gel-based experiment; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD026348,34372692.0,PMC8406269,9,Oryza sativa (rice),Shotgun proteomics,False,False
PXD013285,31527657.0,PMC6746819,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD010685,31751591.0,PMC7114126,9,Sus scrofa (pig),Shotgun proteomics,False,False
