accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC
PXD047227,39449500.0,PMC11503343,21,Persea americana,3435,Bottom-up proteomics,CC BY,False,False
PXD041584,40108677.0,PMC11921541,0,Homo sapiens (human),9606,MSE,CC BY,False,False
PXD048694,39445827.0,PMC11602137,2,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD048807,39528459.0,PMC11555231,12,Mus musculus (mouse),10090,Affinity proteomics,CC BY,False,False
PXD048610,39286353.0,PMC11403015,24,Arabidopsis thaliana (mouse-ear cress),3702,Gel-based experiment,CC BY-NC,False,False
PXD048462,39668182.0,PMC11638257,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD048231,39636558.0,PMC11621136,20,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD048673,39315698.0,PMC11514490,12,Homo sapiens (human),9606,Shotgun proteomics; Data-dependent acquisition,CC BY-NC,False,False
PXD048838,39833154.0,PMC11747444,18,Homo sapiens (human),9606,Data-independent acquisition; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD048616,40002966.0,PMC11852025,12,Bos taurus (bovine),9913,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD044334,39028932.0,PMC11403291,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD046930,39511483.0,PMC11545229,342,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD048141,39546607.0,PMC11566994,42,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD048454,39906227.0,PMC11792551,0,Vitis vinifera (grape),29760,Shotgun proteomics,CC BY,False,False
PXD049029,39441077.0,PMC11602119,6,Paramecium tetraurelia,5888,Bottom-up proteomics,CC BY-NC,False,False
PXD049050,39392888.0,PMC11468923,8,Homo sapiens (human),9606,Gel-based experiment; Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD049047,39392888.0,PMC11468923,9,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment; Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD049234,39494508.0,PMC11602144,9,Homo sapiens (human),9606,Data-dependent acquisition,CC BY-NC,False,False
PXD043873,40103729.0,PMC11912224,0,Mus musculus (mouse),10090,SWATH MS; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD049043,39392888.0,PMC11468923,9,Homo sapiens (human),9606,Gel-based experiment; Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD048354,39332236.0,PMC11466614,18,Plasmodium falciparum,5833,Bottom-up proteomics,CC BY,False,False
PXD048972,39834226.0,PMC11878541,6,Equidae; Proboscidea <placentals>,9788; 9779,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD049202,39067520.0,PMC11399584,6,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD048796,39226405.0,PMC11421017,216,Bos taurus (bovine),9913,Bottom-up proteomics,CC BY,False,False
PXD046236,40195294.0,PMC11977240,0,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD046213,40195294.0,PMC11977240,0,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD046885,39989337.0,PMC11848705,96,Arabidopsis thaliana (mouse-ear cress),3702,Data-dependent acquisition,CC BY,False,False
PXD049031,39433127.0,PMC11607642,12,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD041384,40108677.0,PMC11921541,0,Homo sapiens (human),9606,HDMSE,CC BY,False,False
PXD049246,39965657.0,PMC11835494,2,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD049346,39332405.0,PMC11561458,6,Mus musculus (mouse),10090,Data-dependent acquisition,CC BY,False,False
PXD049242,39883687.0,PMC11781620,0,Bacillus subtilis subsp. subtilis; Bacteria,135461; 2,diaPASEF,CC BY,False,False
PXD049343,39392593.0,PMC11536429,42,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD050080,39585364.0,PMC11742869,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD049683,39261837.0,PMC11389452,20,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD049334,39411315.0,PMC11473381,0,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD049406,38740509.0,PMC11420753,26,Bacteria; Mus musculus (mouse),2; 10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD049133,39349554.0,PMC11442588,24,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD050147,39351192.0,PMC11440250,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,False,False
PXD049208,39025226.0,PMC11832458,0,Homo sapiens (human),9606,Data-independent acquisition,CC BY,False,False
PXD049424,39362957.0,PMC11450201,16,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD049283,39444693.0,PMC11494418,16,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD050745,39350237.0,PMC11443931,1,Capra hircus (goat),9925,Data-independent acquisition,CC BY,False,False
PXD050185,39706271.0,PMC11786771,3,Bordetella pertussis (strain tohama i / atcc baa-589 / nctc 13251); Homo sapiens (human),257313; 9606,Bottom-up proteomics,CC BY,False,False
PXD050739,39716856.0,PMC11809339,1,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD046323,40033006.0,PMC11946912,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD048896,39699961.0,PMC11948581,31,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False
PXD050318,39084562.0,PMC11795680,9,Vaccinia virus; Pixuna virus; Rio negro virus; Homo sapiens (human); Sindbis virus,10245; 60876; 332097; 9606; 11034,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD050652,39256562.0,PMC11480333,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD050073,39162992.0,PMC11850551,16,Homo sapiens (human),9606,SWATH MS; Data-independent acquisition,CC BY,False,False
PXD050740,39744939.0,PMC11684812,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD050746,40164647.0,PMC11958692,28,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD050632,38834239.0,PMC11216173,20,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD050118,39111712.0,PMC11405801,48,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD050205,39997215.0,PMC11851116,0,Flavobacterium johnsoniae,986,Data-dependent acquisition,CC BY-NC,False,False
PXD050001,39416716.0,PMC11482021,96,Cervus elaphus (red deer); Castanea mollissima; Salmo salar (atlantic salmon),9860; 60419; 8030,Metaproteomics,CC BY,False,False
PXD050261,39383947.0,PMC11609542,24,Influenza a virus (a/wsn/1933(h1n1)); Homo sapiens (human),382835; 9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD050768,39497064.0,PMC11536927,0,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD049797,39961749.0,PMC11926780,96,Homo sapiens (human); Legionella pneumophila subsp. pneumophila lp02,9606; 1080311,Bottom-up proteomics,CC BY,False,False
PXD050694,39865125.0,PMC11770181,42,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD051183,39362471.0,PMC11539335,6,Escherichia coli,562,Bottom-up proteomics,CC BY,False,False
PXD050305,39106107.0,PMC11457856,16,Ovis aries,9940,Data-dependent acquisition,CC BY,False,False
PXD051379,40083683.0,PMC11900820,0,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD050340,39530218.0,PMC11662652,18,Saccharomyces cerevisiae (baker's yeast),4932,Bottom-up proteomics; Data-dependent acquisition,CC BY-NC,False,False
PXD050925,39213513.0,PMC11459513,12,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD051304,39953147.0,PMC12048349,0,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD051014,40291949.0,PMC12033502,83,Homo sapiens (human),9606,Gel-based experiment,CC BY-NC,False,False
PXD050241,39567183.0,PMC11618734,45,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD051410,39096357.0,PMC11564381,16,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD050933,39902464.0,PMC11789765,0,Homo sapiens (human),9606,SWATH MS,CC BY-NC,False,False
PXD047011,39572596.0,PMC11582730,122,Homo sapiens (human),9606,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD051208,39908652.0,PMC11884407,0,Homo sapiens (human),9606,SWATH MS,CC BY,False,False
PXD051446,39733518.0,PMC11743861,4,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,False,False
PXD051425,39560996.0,PMC11721303,0,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False
PXD051457,39075252.0,PMC11582070,8,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD051442,39964812.0,PMC11861568,8,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD048501,39937919.0,PMC11818018,112,Homo sapiens (human),9606,Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition,CC BY-NC,False,False
PXD051461,39735728.0,PMC11675628,24,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD051145,40071644.0,PMC12001008,35,Homo sapiens (human),9606,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD046865,39572596.0,PMC11582730,187,Rattus norvegicus (rat),10116,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD051440,39658061.0,PMC11754739,85,Trypanosoma cruzi dm28c,1416333,Top-down proteomics,CC BY-NC,False,False
PXD051011,40021668.0,PMC11871314,0,Homo sapiens (human),9606,SWATH MS,CC BY,False,False
PXD051029,39177206.0,PMC11385380,40,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD051453,39794871.0,PMC11720885,0,Saccharomyces cerevisiae; Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human),4932; 4932; 9606,Data-independent acquisition; Bottom-up proteomics; Metaproteomics; diaPASEF,CC BY,False,False
PXD051536,39673545.0,PMC11649231,19,Mus musculus (mouse),10090,Data-dependent acquisition,CC0,False,False
PXD051579,39210244.0,PMC11726343,11,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,False,False
PXD051842,40059196.0,PMC11892261,1,Homo sapiens (human),9606,Data-independent acquisition,CC BY,False,False
PXD051733,39285878.0,PMC11403347,0,Bos taurus (bovine),9913,Data-independent acquisition,CC BY,False,False
PXD051726,39136142.0,PMC11497051,0,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD051880,39351443.0,PMC11441019,0,Homo sapiens (human),9606,Data-dependent acquisition; Immunopeptidomics,CC BY-NC,False,False
PXD051730,40226914.0,PMC11995268,8,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False
PXD051727,40086876.0,PMC11960778,8,Bacillus subtilis py79,1415167,Bottom-up proteomics,CC BY-NC,False,False
PXD051742,39785238.0,PMC11755394,22,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics; Bottom-up proteomics,CC BY,False,False
PXD051718,39463834.0,PMC11503486,3,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD051676,39595019.0,PMC11592159,0,Homo sapiens (human),9606,SWATH MS,CC BY,False,False
PXD051956,39842778.0,PMC11872570,6,Bos taurus (bovine),9913,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD051930,39440976.0,PMC11559061,12,Staphylococcus aureus,1280,Bottom-up proteomics,CC BY,False,False
PXD041417,39342078.0,PMC11437921,624,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD051938,39842778.0,PMC11872570,22,Homo sapiens (human); Bos taurus (bovine),9606; 9913,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD051955,39842778.0,PMC11872570,26,Homo sapiens (human),9606,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD051909,39947398.0,PMC11932691,13,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD051941,39472556.0,PMC11522290,36,Homo sapiens (human),9606,Affinity proteomics; Bottom-up proteomics,CC BY,False,False
PXD050993,40313523.0,PMC12041881,21,Mycobacterium tuberculosis h37ra,419947,Affinity proteomics; Data-independent acquisition; Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD051907,39947398.0,PMC11932691,32,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD051830,39074206.0,PMC11706327,51,Mus musculus (mouse),10090,Data-dependent acquisition,CC BY-NC,False,False
PXD051882,39947398.0,PMC11932691,32,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD052214,40287828.0,PMC12034038,2,Mus musculus (mouse),10090,Data-dependent acquisition,CC BY,False,False
PXD052178,39429019.0,PMC11491762,6,Escherichia coli,562,Bottom-up proteomics,CC BY,False,False
PXD052133,39811653.0,PMC11731260,6,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD047056,39964703.0,PMC12036814,0,Homo sapiens (human),9606,Affinity proteomics; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition,CC BY,False,False
PXD052144,40270826.0,PMC12017682,35,Bacillus pumilus,1408,Shotgun proteomics,CC BY,False,False
PXD052286,39916318.0,PMC11915364,6,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False
PXD052318,39335448.0,PMC11428496,3,Homo sapiens (human),9606,Gel-based experiment; Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052233,39565848.0,PMC11578187,20,Homo sapiens (human),9606,Gel-based experiment,CC BY-NC,False,False
PXD052320,39769326.0,PMC11678865,10,Glycine max,3847,Data-dependent acquisition,CC BY,False,False
PXD052299,39881208.0,PMC11914110,6,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD052375,39313501.0,PMC11420231,7,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD052418,39284914.0,PMC11535055,2,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD052312,39998225.0,PMC11980559,36,Mycobacterium tuberculosis; Mycobacterium abscessus (strain atcc 19977 / dsm 44196 / cip 104536 / jcm 13569 / nctc 13031 / tmc 1543),1773; 561007,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD052409,40105698.0,PMC11921806,0,Homo sapiens (human),9606,HDMSE,CC BY,False,False
PXD052342,38965447.0,PMC11519894,16,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD052665,39456337.0,PMC11506952,1,Plukenetia volubilis,316893,Bottom-up proteomics,CC BY,False,False
PXD052470,39913466.0,PMC11801579,4,Ovis aries,9940,Data-dependent acquisition,CC BY,False,False
PXD052651,39385682.0,PMC11464910,0,Cucumis melo var. momordica,2034244,Data-dependent acquisition,CC BY-NC,False,False
PXD052386,40205123.0,PMC11982011,0,Rhodotorula toruloides,5286,Bottom-up proteomics,CC BY,False,False
PXD052626,39264416.0,PMC11393232,8,Homo sapiens (human),9606,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD052567,39337285.0,PMC11431728,35,Campylobacter jejuni subsp. jejuni 81-176; Bacteria,354242; 2,Top-down proteomics,CC BY,False,False
PXD052518,39681615.0,PMC11649696,80,Trypanosoma brucei,5691,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052677,39143240.0,PMC11445581,8,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD052679,39673241.0,PMC11981898,12,Arabidopsis thaliana (mouse-ear cress),3702,Bottom-up proteomics; Data-dependent acquisition,CC BY-NC,False,False
PXD052797,39377264.0,PMC11709096,54,Mus musculus (mouse),10090,Gel-based experiment; Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052730,39287727.0,PMC11564262,12,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052753,40037377.0,PMC11912148,36,Chlamydomonas reinhardtii,3055,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052824,39361041.0,PMC11450134,25,Physcomitrella patens subsp. patens (moss),3218,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052875,39895169.0,PMC11962579,2,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052877,39284914.0,PMC11535055,6,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD052915,39337441.0,PMC11431876,2,Octopus vulgaris,6645,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD052965,39460794.0,PMC11513070,8,Mus musculus (mouse),10090,Affinity proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition,CC BY,False,False
PXD052957,39208111.0,PMC7616837,6,Homo sapiens (human),9606,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD052897,39276772.0,PMC7616835,18,Mus musculus (mouse),10090,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD053006,40201162.0,PMC11974560,8,Escherichia coli,562,Bottom-up proteomics,CC BY-NC,False,False
PXD053068,39080411.0,PMC11392818,5,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD052973,40122809.0,PMC11931756,60,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD053016,40012043.0,PMC11866873,15,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD053005,39880862.0,PMC11779964,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD053010,40156862.0,PMC11952958,19,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD053070,39680150.0,PMC11649756,21,Homo sapiens (human),9606,Data-independent acquisition,CC BY,False,False
PXD053065,39441431.0,PMC11534843,16,Varroa destructor,109461,Top-down proteomics,CC BY,False,False
PXD053103,39753558.0,PMC11698992,1,Sulfolobus solfataricus,2287,Bottom-up proteomics,CC BY,False,False
PXD053187,39894410.0,PMC11910689,6,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD053203,40185728.0,PMC11971306,0,Escherichia coli; Azoarcus sp. cib,562; 198107,MSE,CC BY,False,False
PXD053234,39521905.0,PMC11550807,20,Mus musculus (mouse),10090,SRM/MRM,CC BY,False,False
PXD053117,39449499.0,PMC11503273,0,Mus musculus (mouse),10090,Top-down proteomics,CC BY,False,False
PXD053079,39910169.0,PMC11799539,0,Homo sapiens (human),9606,Bottom-up proteomics; diaPASEF,CC BY,False,False
PXD053175,39937911.0,PMC11817944,30,Homo sapiens (human),9606,Gel-based experiment; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition,CC BY-NC,False,False
PXD052416,39536954.0,PMC11667035,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD053123,40301999.0,PMC12042424,64,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD053328,40238755.0,PMC12002456,8,Tupaia chinensis,246437,Bottom-up proteomics,CC BY,False,False
PXD053370,39913342.0,PMC11892949,0,Flavobacterium sp. f52,1202532,Bottom-up proteomics,CC BY,False,False
PXD053236,39521905.0,PMC11550807,80,Homo sapiens (human),9606,Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD053542,39766137.0,PMC11674635,2,Mus musculus (mouse),10090,Top-down proteomics,CC BY,False,False
PXD053472,39420094.0,PMC11612304,13,Mus musculus (mouse),10090,Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD053505,39450271.0,PMC11494886,24,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD053372,39080493.0,PMC11393341,18,Homo sapiens (human),9606,Data-independent acquisition,CC BY,False,False
PXD053782,40213670.0,PMC11980660,6,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False
PXD053543,39408218.0,PMC11479082,300,Homo sapiens (human),9606,Data-independent acquisition,CC BY,False,False
PXD053841,39286182.0,PMC11403502,10,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY-NC,False,False
PXD053569,39456174.0,PMC11506675,0,Zea mays (maize),4577,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD053767,40001617.0,PMC11851894,30,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False
PXD054057,39804742.0,PMC11812085,39,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD054041,39804742.0,PMC11812085,14,Homo sapiens (human),9606,Data-independent acquisition; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD053918,39520699.0,PMC11663709,6,Chlorella ohadii,2649997,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD053910,39404373.0,PMC11476176,9,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD053305,39826692.0,PMC11875207,169,Saccharomyces cerevisiae (baker's yeast),4932,Bottom-up proteomics,CC BY,False,False
PXD053250,39871385.0,PMC11773842,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD054120,40091075.0,PMC11911456,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD053789,39257029.0,PMC11892499,112,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD054097,39835134.0,PMC11744270,103,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD054168,39335272.0,PMC11428827,10,Manis pentadactyla; Manis javanica,143292; 9974,Proteogenomics,CC BY,False,False
PXD054153,39273555.0,PMC11394863,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD054267,40309105.0,PMC12042847,12,Fervidobacterium pennivorans,93466,Shotgun proteomics,CC BY,False,False
PXD054269,40309105.0,PMC12042847,12,Fervidobacterium gondwanense dsm 13020,1121883,Shotgun proteomics,CC BY,False,False
PXD054190,39483176.0,PMC11525462,32,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY-NC,False,False
PXD054387,40171492.0,PMC11960670,12,Bacteria; Amycolatopsis balhimycina,2; 208443,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD054172,40275387.0,PMC12023520,69,Gallus gallus (chicken),9031,Data-independent acquisition,CC BY,False,False
PXD054272,40309105.0,PMC12042847,12,Fervidobacterium islandicum,2423,Shotgun proteomics,CC BY,False,False
PXD054285,40309105.0,PMC12042847,12,Fervidobacterium changbaicum,310769,Shotgun proteomics,CC BY,False,False
PXD054282,40309105.0,PMC12042847,12,Fervidobacterium pennivorans dsm 9078,771875,Shotgun proteomics,CC BY,False,False
PXD054278,40309105.0,PMC12042847,12,Fervidobacterium,2422,Shotgun proteomics,CC BY,False,False
PXD054280,40309105.0,PMC12042847,12,Fervidobacterium,2422,Shotgun proteomics,CC BY,False,False
PXD054290,39945065.0,PMC11936474,20,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False
PXD054439,39994730.0,PMC11853539,1,Giardia intestinalis (giardia lamblia),5741,Bottom-up proteomics,CC BY,False,False
PXD054414,39255801.0,PMC11531380,0,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD054446,39943201.0,PMC11815736,9,Sus scrofa domesticus (domestic pig),9825,Top-down proteomics,CC BY,False,False
PXD054498,39921204.0,PMC11929013,0,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition,CC BY,False,False
PXD054396,39962268.0,PMC11961639,0,Caenorhabditis elegans,6239,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD054453,40197665.0,PMC11976698,38,Homo sapiens (human),9606,mass spectrometry imaging; Data-independent acquisition; Bottom-up proteomics,CC BY,False,False
PXD054404,39273313.0,PMC11394788,45,Mus musculus (mouse),10090,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD054476,39533064.0,PMC11961369,14,Homo sapiens (human),9606,Data-independent acquisition,CC BY,False,False
PXD054170,40004202.0,PMC11855517,0,Homo sapiens (human),9606,SWATH MS; Bottom-up proteomics,CC BY,False,False
PXD054348,40038668.0,PMC11877844,64,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD054662,39441077.0,PMC11602119,4,Paramecium tetraurelia,5888,Gel-based experiment,CC BY-NC,False,False
PXD054665,39452600.0,PMC11508515,6,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD054664,39988729.0,PMC11847645,12,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD054637,39690241.0,PMC11791210,6,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD054702,39854355.0,PMC11760557,15,Equus caballus (horse),9796,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD054595,39408625.0,PMC11476985,0,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD054558,39851553.0,PMC11764005,18,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,False,False
PXD054584,40230524.0,PMC11995042,72,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD054858,39789911.0,PMC11788076,4,Acanthamoeba castellanii str. neff; Asfarviridae,1257118; 137992,Bottom-up proteomics,CC BY,False,False
PXD054715,39337603.0,PMC11431891,16,Escherichia coli,562,Bottom-up proteomics,CC BY,False,False
PXD054347,39948634.0,PMC11823195,43,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
PXD054882,39386761.0,PMC11462028,24,Mus musculus (mouse),10090,Data-dependent acquisition,CC BY-NC,False,False
PXD054878,39675702.0,PMC11786751,0,Homo sapiens (human),9606,HDMSE,CC BY,False,False
PXD054747,40195304.0,PMC11977210,50,Mus musculus (mouse),10090,Data-dependent acquisition,CC BY,False,False
PXD054797,40268906.0,PMC12019594,60,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,False,False
PXD054994,39452750.0,PMC11510713,0,Toxoplasma gondii,5811,Bottom-up proteomics,CC BY,False,False
PXD054896,39703232.0,PMC11658413,0,Mus musculus (mouse),10090,HDMSE,CC BY-NC,False,False
PXD054939,39940790.0,PMC11816892,24,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD054924,39664928.0,PMC11629925,0,Homo sapiens (human),9606,HDMSE,CC BY-NC,False,False
PXD054887,39593795.0,PMC11592249,40,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,False,False
PXD055107,39950344.0,PMC11826092,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,False,False
PXD055115,39950344.0,PMC11826092,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,False,False
PXD055041,39534858.0,PMC11554492,8,Anticarsia gemmatalis,129554,Bottom-up proteomics,CC BY,False,False
PXD055130,39950344.0,PMC11826092,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,False,False
PXD055049,39922311.0,PMC11925169,28,Homo sapiens (human),9606,Bottom-up proteomics; Data-dependent acquisition,CC BY,False,False
