accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC
PXD004800,27685651.0,PMC5042401,0,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False
PXD019066,32423001.0,PMC7279049,202,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD015523,32686675.0,PMC7371716,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD016387,32471074.0,PMC7344545,0,[candida] auris,498019,Top-down proteomics,CC BY,False,False
PXD017772,32484548.0,PMC7367195,3,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD014300,32456206.0,PMC7356824,42,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018389,32477358.0,PMC7236881,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018588,32424025.0,PMC8015005,54,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018594,32619390.0,PMC7473198,20,Chlorocebus aethiops aethiops; Betacoronavirus sp.,101841; 1928434,Shotgun proteomics,CC BY,False,False
PXD017407,32488085.0,PMC7265461,75,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018192,32483281.0,PMC7264250,10,Clematis chinensis,748693,Shotgun proteomics,CC BY,False,False
PXD018516,32596057.0,PMC7307558,12,Eulimnogammarus vittatus; Eulimnogammarus cyaneus,58370; 52945,Gel-based experiment,CC BY,False,False
PXD013855,32736380.0,PMC7596813,88,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC-SA,False,False
PXD012921,32486127.0,PMC7357008,6,Homo sapiens (human); Human cytomegalovirus (strain ad169) (hhv-5) (human herpesvirus 5),9606; 10360,Shotgun proteomics,CC BY,False,False
PXD012231,32469046.0,PMC7298129,1,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,False,False
PXD016061,32489334.0,PMC7247212,84,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018337,32487994.0,PMC7265481,20,Plasmodium vivax; Homo sapiens (human),5855; 9606,Shotgun proteomics,CC BY,False,False
PXD017651,32488140.0,PMC7265547,10,Apis mellifera (honeybee),7460,Shotgun proteomics,CC BY,False,False
PXD017476,32526036.0,PMC7641313,40,Homo sapiens (human),9606,SWATH MS,CC BY,False,False
PXD016075,32510331.0,PMC7279888,72,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD016951,32719661.0,PMC7350708,16,Fragaria x ananassa,3747,Shotgun proteomics,CC BY,False,False
PXD018673,32598367.0,PMC7323945,0,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD017619,32501284.0,PMC7340582,6,Plasmodium berghei anka,5823,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD018639,32525278.0,PMC7338799,20,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,False,False
PXD016230,32518069.0,PMC8143646,122,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD018359,32512867.0,PMC7352627,70,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD006348,32486122.0,PMC7355635,24,Brucella abortus; Brucella melitensis,235; 29459,Top-down proteomics,CC BY,False,False
PXD013659,32518190.0,PMC7373193,6,Cryptococcus neoformans var. grubii h99s,1432137,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD019156,32528060.0,PMC7290032,12,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD018205,32518324.0,PMC7283339,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018027,32636248.0,PMC7343991,12,Candida albicans (yeast),5476,Shotgun proteomics,CC BY,False,False
PXD018044,32636248.0,PMC7343991,30,Candida albicans (yeast),5476,Shotgun proteomics,CC BY,False,False
PXD015251,32807789.0,PMC7431861,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD008722,32291283.0,PMC7338087,252,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019386,32376785.0,PMC7328155,10,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD019445,32376785.0,PMC7328155,14,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019608,32605621.0,PMC7325665,12,Giardia intestinalis assemblage a,941442,Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD011776,32363156.0,PMC7186543,6,Serratia marcescens subsp. marcescens atcc 13880,911022,Shotgun proteomics,CC BY-NC,False,False
PXD012499,24152304.0,PMC4046677,0,Pyrus x bretschneideri,225117,Top-down proteomics,CC BY,False,False
PXD015620,32609809.0,PMC7470977,44,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD011004,32541000.0,PMC8143648,12,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD014961,31936331.0,PMC7016862,36,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD019087,32719317.0,PMC7385494,12,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD011180,32518184.0,PMC7373196,144,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD015682,32647223.0,PMC7347597,14,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD019374,32526967.0,PMC7312048,10,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD019058,32518240.0,PMC7283268,8,Escherichia coli,562,Top-down proteomics,CC BY,False,False
PXD018231,32570968.0,PMC7352621,9,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD017314,32528308.0,PMC7247546,24,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018333,32642759.0,PMC7480091,10,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC-SA,False,False
PXD017406,32490574.0,PMC7360973,0,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD018329,32554797.0,PMC8143631,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD015854,32555370.0,PMC7685984,1,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD016680,32554711.0,PMC8143644,24,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY,False,False
PXD014898,32541649.0,PMC7295792,0,Homo sapiens (human); Mus musculus (mouse); Sus scrofa domesticus (domestic pig),9606; 10090; 9825,Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics,CC BY,False,False
PXD016459,32558274.0,PMC7301280,20,Nothobranchius furzeri,105023,SWATH MS,CC BY,False,False
PXD013040,32639981.0,PMC7343161,4,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,False,False
PXD016587,32558274.0,PMC7301280,160,Rattus norvegicus (rat); Nicotiana tabacum (common tobacco); Saccharomyces cerevisiae (baker's yeast); Vitis vinifera (grape); Nothobranchius furzeri; Sus scrofa domesticus (domestic pig); Zea mays (maize); Merluccius bilinearis (silver hake); Triticum aestivum (wheat); Struthio camelus (ostrich); Pongo pygmaeus (bornean orangutan); Taeniopygia guttata (zebra finch) (poephila guttata); Pinus radiata (monterey pine); Yarrowia lipolytica (candida lipolytica); Trypanosoma brucei; Rattus rattus (black rat); Vigna mungo (rice bean) (black gram); Olea europaea (common olive); Mus musculus (mouse); Ricinus communis; Oryza sativa (rice); Mesocricetus auratus (golden hamster); Pisum sativum (garden pea); Solanum tuberosum (potato); Pan troglodytes (chimpanzee); Staphylococcus aureus; Xenopus laevis (african clawed frog),10116; 4097; 4932; 29760; 105023; 9825; 4577; 79698; 4565; 8801; 9600; 59729; 3347; 4952; 5691; 10117; 3915; 4146; 10090; 3988; 4530; 10036; 3888; 4113; 9598; 1280; 8355,SWATH MS,CC BY,False,False
PXD017209,32493768.0,PMC7375474,0,Homo sapiens (human); Mus musculus (mouse),9606; 10090,SWATH MS,CC BY,False,False
PXD016571,32545899.0,PMC7352871,64,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD015480,32364241.0,PMC7475263,19,Petunia hybrida (petunia),4102,Shotgun proteomics,CC BY,False,False
PXD014026,32555357.0,PMC7299934,48,Knufia petricola,206542,Shotgun proteomics,CC BY,False,False
PXD016929,32595696.0,PMC7303889,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018701,32573437.0,PMC7311170,6,Mus musculus (mouse),10090,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD019152,32521225.0,PMC7369636,20,Homo sapiens (human),9606,SRM/MRM; Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD017759,32575983.0,PMC8008451,43,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD015435,32561732.0,PMC7305180,211,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD018367,32637480.0,PMC7327418,4,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018585,32503348.0,PMC7349116,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD017505,32579115.0,PMC7367682,17,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018993,32586033.0,PMC7352395,12,Solanum lycopersicum,4081,Shotgun proteomics,CC BY,False,False
PXD018652,32582187.0,PMC7283782,48,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD013653,32943618.0,PMC7499178,198,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False
PXD018775,32582109.0,PMC7287035,12,Paracoccidioides brasiliensis (strain pb18),502780,Shotgun proteomics,CC BY,False,False
PXD019491,32585825.0,PMC7355495,16,Chlamydomonas reinhardtii,3055,Shotgun proteomics,CC BY,False,False
PXD019155,32580392.0,PMC7349688,72,Glycine max,3847,Shotgun proteomics,CC BY,False,False
PXD018151,32644114.0,PMC7537397,17,Homo sapiens (human); Influenza a virus (a/california/07-00002/2009(h1n1)); Bos taurus (bovine),9606; 2060328; 9913,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD017002,32587254.0,PMC7316799,0,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD015939,32582192.0,PMC7292149,44,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD017347,32848694.0,PMC7396582,4,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD017107,32639540.0,PMC7537385,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,False,False
PXD011504,32636389.0,PMC7340779,2,Sulfobacillus thermosulfidooxidans; Leptospirillum ferriphilum,28034; 178606,Shotgun proteomics,CC BY,False,False
PXD011507,32636389.0,PMC7340779,3,Acidithiobacillus caldus,33059,Shotgun proteomics,CC BY,False,False
PXD011503,32636389.0,PMC7340779,6,Sulfobacillus thermosulfidooxidans; Leptospirillum ferriphilum; Acidithiobacillus caldus,28034; 178606; 33059,Shotgun proteomics,CC BY,False,False
PXD011540,32636389.0,PMC7340779,4,Sulfobacillus thermosulfidooxidans; Leptospirillum ferriphilum; Acidithiobacillus caldus,28034; 178606; 33059,Shotgun proteomics,CC BY,False,False
PXD012780,32636389.0,PMC7340779,4,Leptospirillum ferriphilum,178606,Shotgun proteomics,CC BY,False,False
PXD012783,32636389.0,PMC7340779,4,Leptospirillum ferriphilum,178606,Shotgun proteomics,CC BY,False,False
PXD011863,32636389.0,PMC7340779,3,Acidithiobacillus caldus,33059,Shotgun proteomics,CC BY,False,False
PXD011921,32636389.0,PMC7340779,4,Sulfobacillus thermosulfidooxidans,28034,Shotgun proteomics,CC BY,False,False
PXD011508,32636389.0,PMC7340779,8,Sulfobacillus thermosulfidooxidans; Acidithiobacillus caldus,28034; 33059,Shotgun proteomics,CC BY,False,False
PXD011509,32636389.0,PMC7340779,8,Sulfobacillus thermosulfidooxidans; Acidithiobacillus caldus,28034; 33059,Shotgun proteomics,CC BY,False,False
PXD011506,32636389.0,PMC7340779,11,Sulfobacillus thermosulfidooxidans; Acidithiobacillus caldus,28034; 33059,Shotgun proteomics,CC BY,False,False
PXD011502,32636389.0,PMC7340779,8,Sulfobacillus thermosulfidooxidans; Leptospirillum ferriphilum; Acidithiobacillus caldus,28034; 178606; 33059,Shotgun proteomics,CC BY,False,False
PXD014382,32576959.0,PMC7311486,4,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD017202,32236513.0,PMC7265330,34,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD018909,32581039.0,PMC8143647,0,Amblyrhynchus cristatus,51208,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD016679,32555221.0,PMC7303117,20,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,False,False
PXD020075,32917881.0,PMC7486939,208,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD017233,32584816.0,PMC7343187,15,Pseudomonas fluorescens (strain sbw25),216595,Top-down proteomics,CC BY,False,False
PXD015979,32587372.0,PMC7316823,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD011979,32472050.0,PMC7260222,150,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD016017,32541821.0,PMC7295745,18,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD012927,32572027.0,PMC7308313,30,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD017114,32561742.0,PMC7305330,25,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False
PXD014092,32493961.0,PMC7270185,372,Saccharomyces cerevisiae (baker's yeast),4932,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD019367,32572026.0,PMC7308389,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD000202,32561711.0,PMC7305310,50,Haloferax volcanii (halobacterium volcanii),2246,Bottom-up proteomics,CC BY,False,False
PXD019814,32601174.0,PMC8143643,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD015219,32601174.0,PMC8143643,153,Homo sapiens (human),9606,SRM/MRM; Shotgun proteomics,CC BY,False,False
PXD018920,32601173.0,PMC8143645,51,Viruses; Gallus gallus (chicken); Homo sapiens (human),10239; 9031; 9606,Shotgun proteomics,CC BY,False,False
PXD015045,32620774.0,PMC7335108,32,Akkermansia muciniphila atcc baa-835; Roseburia hominis a2-183; Roseburia inulinivorans dsm 16841,349741; 585394; 622312,Shotgun proteomics,CC BY,False,False
PXD019559,32614325.0,PMC7332293,68,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD005101,29867102.0,PMC5986744,24,Rattus rattus (black rat),10117,Shotgun proteomics,CC BY,False,False
PXD015545,32620753.0,PMC7335111,492,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD017683,32488939.0,PMC7360968,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD017678,32488939.0,PMC7360968,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD019677,32618271.0,PMC7373427,40,Toxoplasma gondii rh; Homo sapiens (human),383379; 9606,Shotgun proteomics,CC BY,False,False
PXD017621,32488939.0,PMC7360968,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD002860,26658462.0,PMC4682176,60,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD016622,32692761.0,PMC7373296,100,Homo sapiens (human),9606,SWATH MS,CC BY,False,False
PXD016978,32978390.0,PMC7519114,42,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD013772,32619221.0,PMC7470971,9,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD015482,32807798.0,PMC7431864,12,Human gut metagenome,408170,Shotgun proteomics,CC BY,False,False
PXD013427,32807798.0,PMC7431864,36,Gut metagenome,749906,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD015928,32393437.0,PMC7217697,46,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD016583,32618424.0,PMC7333348,108,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD014225,32618424.0,PMC7333348,214,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018011,32760417.0,PMC7373745,9,Tomato yellow leaf curl virus; Solanum lycopersicum,10832; 4081,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD018374,32807795.0,PMC7431413,16,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD016271,32723793.0,PMC7394356,66,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD016496,32633465.0,PMC7339202,120,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD016205,32633465.0,PMC7339202,92,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD019893,32699299.0,PMC7376100,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019218,32849426.0,PMC7403179,20,Lactobacillus plantarum wcfs1,220668,Gel-based experiment,CC BY,False,False
PXD018972,32675284.0,PMC7476715,0,Mus musculus (mouse),10090,Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD017201,32457125.0,PMC7253007,360,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD006711,32664538.0,PMC7408994,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD010437,32534439.0,PMC7298555,0,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics,CC BY,False,False
PXD013489,32848136.0,PMC7450082,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD012026,32681005.0,PMC7367873,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD013775,32681005.0,PMC7367873,31,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD015802,32901956.0,PMC7527816,6,Chaetomium thermophilum,209285,Shotgun proteomics,CC BY,False,False
PXD015130,32716134.0,PMC7459426,12,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD018461,32665710.0,PMC7785015,2,Nitrososphaera viennensis en76,926571,Shotgun proteomics,CC BY,False,False
PXD015326,32716134.0,PMC7459426,0,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD015331,32716134.0,PMC7459426,33,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD019645,32591346.0,PMC7780043,349,Homo sapiens (human); Chlorocebus sabaeus; Cercopithecus aethiops (green monkey) (grivet),9606; 60711; 9534,Shotgun proteomics,CC BY,False,False
PXD020007,32973451.0,PMC7466725,0,Mus musculus (mouse),10090,Shotgun proteomics; HDMSE; Gel-based experiment; MSE,CC BY,False,False
PXD015038,32430394.0,PMC8014999,52,Emericella nidulans (aspergillus nidulans),162425,Shotgun proteomics,CC BY,False,False
PXD017762,32640994.0,PMC7341715,3,Rickettsia akari,786,Shotgun proteomics,CC BY,False,False
PXD017821,32641473.0,PMC8015011,19,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019254,32641473.0,PMC8015011,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019252,32641473.0,PMC8015011,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018422,32646969.0,PMC7491321,44,Bacteria; Salmonella enterica subsp. enterica serovar typhimurium str. sl1344,2; 216597,Shotgun proteomics,CC BY-NC,False,False
PXD017232,32651226.0,PMC8014997,36,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD020239,32657267.0,PMC7381030,4,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD015284,32651227.0,PMC8014995,145,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD019505,32660103.0,PMC7407182,45,Mus musculus (mouse),10090,Top-down proteomics,CC BY,False,False
PXD016076,32681049.0,PMC7368048,66,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019343,32774304.0,PMC7388414,12,Acanthoscurria rondoniae,1211104,Shotgun proteomics; MSE,CC BY,False,False
PXD016047,32782267.0,PMC7419519,0,Cricetulus griseus (chinese hamster) (cricetulus barabensis griseus),10029,SWATH MS; Shotgun proteomics,CC BY,False,False
PXD015912,32732981.0,PMC7393074,0,Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human),4932; 9606,SWATH MS,CC BY,False,False
PXD018749,32499524.0,PMC7272611,2,Drosophila melanogaster (fruit fly),7227,Gel-based experiment,CC BY,False,False
PXD019169,32778093.0,PMC7418398,0,Homo sapiens (human),9606,SWATH MS,CC BY,False,False
PXD019908,32674058.0,PMC7363704,4,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD014663,31846459.0,PMC6917271,4,Daktulosphaira vitifoliae,58002,Shotgun proteomics,CC BY,False,False
PXD015687,32678104.0,PMC7366679,195,Homo sapiens (human),9606,SWATH MS; SRM/MRM; Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD018112,32447284.0,PMC8015003,1,Aspergillus fumigatus af293,330879,Shotgun proteomics,CC BY,False,False
PXD015056,32447284.0,PMC8015003,12,Pseudomonas aeruginosa,287,Shotgun proteomics,CC BY,False,False
PXD020451,33846315.0,PMC8041777,103,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD011163,32859902.0,PMC7455705,74,Homo sapiens (human); Coxsackievirus b3,9606; 12072,Shotgun proteomics,CC BY,False,False
PXD017789,32673341.0,PMC7365443,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019514,32694513.0,PMC7374584,24,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018189,32694122.0,PMC8015012,0,Homo sapiens (human); Bos taurus (bovine),9606; 9913,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD017545,32938911.0,PMC7495468,9,Human coronavirus hku1,290028,Shotgun proteomics,CC BY,False,False
PXD017492,32694575.0,PMC7374700,20,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018533,32849460.0,PMC7423881,142,Verticillium longisporum,100787,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD020128,32792488.0,PMC7426941,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD013615,32686665.0,PMC7371697,2789,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD010715,32709677.0,PMC8014993,85,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD016321,31403401.0,PMC6731060,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD016732,32788226.0,PMC7425215,136,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD016733,32788226.0,PMC7425215,240,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD018272,32591520.0,PMC7320153,99,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD014337,32029734.0,PMC7005041,9,Streptococcus pyogenes abc020006030,1438992,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD019220,32719006.0,PMC7489914,0,Escherichia coli; Arabidopsis thaliana (mouse-ear cress),562; 3702,Shotgun proteomics,CC BY,False,False
PXD019836,32708184.0,PMC7409160,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018843,32727081.0,PMC7463811,105,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD013122,32726622.0,PMC7408006,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD008323,27034094.0,PMC4817053,21,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD019276,32719006.0,PMC7489914,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD020493,30872628.0,PMC6418138,108,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019302,32849481.0,PMC7432431,1,Vibrio fluvialis,676,Shotgun proteomics,CC BY,False,False
PXD013186,32722163.0,PMC7472136,120,Lactococcus lactis subsp. cremoris mg1363; Lactococcus phage,416870; 12374,Shotgun proteomics,CC BY,False,False
PXD004631,32887881.0,PMC7473864,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD016191,32766723.0,PMC7526481,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019016,32432658.0,PMC7284322,6,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False
PXD017254,32720192.0,PMC7415758,96,Cavia porcellus (guinea pig),10141,Shotgun proteomics,CC BY,False,False
PXD019690,32923630.0,PMC7455195,90,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,False,False
PXD015670,32792512.0,PMC7426271,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD016747,32702104.0,PMC7743719,36,Giardia lamblia atcc 50803,184922,Shotgun proteomics,CC BY-NC,False,False
PXD006350,32726313.0,PMC7390347,9,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019946,32732922.0,PMC7393512,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD019947,32732922.0,PMC7393512,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD013951,32726182.0,PMC7550020,86,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False
PXD019473,32850835.0,PMC7417480,3,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD011765,32467672.0,PMC7236946,4,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018430,32602849.0,PMC7377841,30,Homo sapiens (human),9606,SWATH MS; MSE,CC BY,False,False
PXD017092,32634128.0,PMC7455072,92,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD017723,32606017.0,PMC8015000,307,Danio rerio (zebrafish) (brachydanio rerio); Homo sapiens (human),7955; 9606,Shotgun proteomics,CC BY,False,False
PXD016813,32702104.0,PMC7743719,29,Giardia lamblia atcc 50803,184922,Shotgun proteomics,CC BY-NC,False,False
PXD018715,32747783.0,PMC7714695,4,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD019412,32760418.0,PMC7373794,3,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD020344,32752259.0,PMC7432225,35,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018216,32769093.0,PMC7664117,35,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD014936,32969598.0,PMC7645371,144,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD020187,32785189.0,PMC7460081,10,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD017769,24603811.0,PMC3946448,0,Nicotiana benthamiana,4100,Shotgun proteomics,CC BY,False,False
PXD013731,32753747.0,PMC7403338,2,Leishmania infantum jpcm5,435258,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD015231,32744500.0,PMC7438112,18,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC0,False,False
PXD011883,32756007.0,PMC7521491,84,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
